OriginAirportID,Origin,DestAirportID,Dest,scheduled_flights,eligible_arrivals,delayed_arrivals,cancelled_flights,diverted_flights,arrival_delay_rate,cancellation_rate,diversion_rate
11193,CVG,13232,MDW,426,421,63,3,2,0.1496437054631829,0.0070422535211267,0.0046948356807511
11193,CVG,13303,MIA,1060,1042,238,12,6,0.2284069097888675,0.0113207547169811,0.0056603773584905
11193,CVG,13360,MLB,106,104,22,2,0,0.2115384615384615,0.0188679245283018,0.0
11193,CVG,13487,MSP,855,851,133,4,0,0.1562867215041128,0.0046783625730994,0.0
11193,CVG,13495,MSY,49,47,13,1,1,0.2765957446808511,0.0204081632653061,0.0204081632653061
11193,CVG,13577,MYR,131,130,26,1,0,0.2,0.0076335877862595,0.0
11193,CVG,13930,ORD,4034,3934,1072,93,7,0.2724961870869344,0.0230540406544372,0.0017352503718393
11193,CVG,13931,ORF,21,20,11,1,0,0.55,0.0476190476190476,0.0
11193,CVG,14027,PBI,90,89,29,0,1,0.3258426966292135,0.0,0.0111111111111111
11193,CVG,14057,PDX,44,44,8,0,0,0.1818181818181818,0.0,0.0
11193,CVG,14082,PGD,357,353,69,0,4,0.1954674220963173,0.0,0.011204481792717
11193,CVG,14100,PHL,1038,1012,267,24,2,0.2638339920948616,0.0231213872832369,0.001926782273603
11193,CVG,14107,PHX,589,581,101,3,5,0.1738382099827883,0.0050933786078098,0.0084889643463497
11193,CVG,14112,PIE,378,374,111,2,2,0.2967914438502674,0.0052910052910052,0.0052910052910052
11193,CVG,14492,RDU,61,58,14,3,0,0.2413793103448276,0.0491803278688524,0.0
11193,CVG,14635,RSW,714,703,91,5,6,0.1294452347083926,0.0070028011204481,0.0084033613445378
11193,CVG,14685,SAV,197,195,58,2,0,0.2974358974358974,0.0101522842639593,0.0
11193,CVG,14747,SEA,771,763,178,6,2,0.2332896461336828,0.0077821011673151,0.0025940337224383
11193,CVG,14761,SFB,360,358,102,2,0,0.2849162011173184,0.0055555555555555,0.0
11193,CVG,14869,SLC,798,795,153,3,0,0.1924528301886792,0.0037593984962406,0.0
11193,CVG,14986,SRQ,365,363,89,1,1,0.2451790633608815,0.0027397260273972,0.0027397260273972
11193,CVG,15304,TPA,786,773,171,9,4,0.2212160413971539,0.0114503816793893,0.005089058524173
11193,CVG,15624,VPS,444,441,101,2,1,0.2290249433106576,0.0045045045045045,0.0022522522522522
11193,CVG,16422,GUF,65,63,12,1,1,0.1904761904761904,0.0153846153846153,0.0153846153846153
11203,CWA,13930,ORD,749,731,180,18,0,0.2462380300957592,0.0240320427236315,0.0
11233,CYS,11292,DEN,736,727,161,8,1,0.2214580467675378,0.0108695652173913,0.0013586956521739
11252,DAB,10397,ATL,1573,1553,221,19,1,0.142305215711526,0.0120788302606484,0.0006357279084551
11252,DAB,10721,BOS,28,28,10,0,0,0.3571428571428571,0.0,0.0
11252,DAB,11057,CLT,1410,1367,220,33,10,0.1609363569861009,0.0234042553191489,0.0070921985815602
11252,DAB,11278,DCA,9,9,4,0,0,0.4444444444444444,0.0,0.0
11252,DAB,11298,DFW,3,3,1,0,0,0.3333333333333333,0.0,0.0
11252,DAB,11433,DTW,2,2,0,0,0,0.0,0.0,0.0
11252,DAB,12478,JFK,28,27,7,1,0,0.2592592592592592,0.0357142857142857,0.0
11252,DAB,12953,LGA,1,1,0,0,0,0.0,0.0,0.0
11259,DAL,10140,ABQ,1671,1649,368,21,1,0.2231655548817465,0.0125673249551166,0.0005984440454817
11259,DAL,10279,AMA,1262,1241,249,16,5,0.2006446414182111,0.0126782884310618,0.0039619651347068
11259,DAL,10397,ATL,3502,3434,725,62,6,0.2111240535818287,0.0177041690462592,0.001713306681896
11259,DAL,10423,AUS,2346,2310,469,35,1,0.203030303030303,0.0149190110826939,0.0004262574595055
11259,DAL,10599,BHM,963,950,221,12,1,0.2326315789473684,0.0124610591900311,0.0010384215991692
11259,DAL,10693,BNA,2460,2414,572,40,6,0.2369511184755592,0.016260162601626,0.0024390243902439
11259,DAL,10713,BOI,9,9,3,0,0,0.3333333333333333,0.0,0.0
11259,DAL,10721,BOS,171,170,82,1,0,0.4823529411764706,0.0058479532163742,0.0
11259,DAL,10792,BUF,34,33,10,1,0,0.303030303030303,0.0294117647058823,0.0
11259,DAL,10800,BUR,448,439,116,7,2,0.2642369020501139,0.015625,0.0044642857142857
11259,DAL,10821,BWI,1849,1809,429,33,7,0.2371475953565505,0.0178474851270957,0.0037858301784748
11259,DAL,10849,BZN,26,26,7,0,0,0.2692307692307692,0.0,0.0
11259,DAL,10994,CHS,365,360,103,4,1,0.2861111111111111,0.010958904109589,0.0027397260273972
11259,DAL,11057,CLT,377,375,113,2,0,0.3013333333333333,0.0053050397877984,0.0
11259,DAL,11066,CMH,452,449,113,3,0,0.2516703786191537,0.0066371681415929,0.0
11259,DAL,11109,COS,883,874,212,6,3,0.2425629290617849,0.0067950169875424,0.0033975084937712
11259,DAL,11278,DCA,1735,1690,509,36,9,0.3011834319526627,0.0207492795389049,0.0051873198847262
11259,DAL,11292,DEN,3042,2982,874,49,11,0.2930918846411804,0.0161078238001314,0.0036160420775805
11259,DAL,11481,ECP,667,659,177,4,4,0.2685887708649468,0.0059970014992503,0.0059970014992503
11259,DAL,11540,ELP,1774,1749,415,22,3,0.2372784448256146,0.012401352874859,0.0016910935738444
11259,DAL,11638,FAT,18,18,6,0,0,0.3333333333333333,0.0,0.0
11259,DAL,11697,FLL,641,634,191,6,1,0.3012618296529968,0.0093603744149766,0.0015600624024961
11259,DAL,11884,GEG,18,18,1,0,0,0.0555555555555555,0.0,0.0
11259,DAL,12094,HDN,68,67,14,0,1,0.208955223880597,0.0,0.0147058823529411
11259,DAL,12191,HOU,4090,3990,938,93,7,0.2350877192982456,0.0227383863080684,0.0017114914425427
11259,DAL,12206,HRL,379,372,94,6,1,0.2526881720430107,0.0158311345646438,0.0026385224274406
11259,DAL,12339,IND,677,666,155,11,0,0.2327327327327327,0.0162481536189069,0.0
11259,DAL,12451,JAX,350,347,100,2,1,0.2881844380403458,0.0057142857142857,0.0028571428571428
11259,DAL,12889,LAS,2937,2888,593,45,4,0.2053324099722991,0.0153217568947906,0.0013619339462036
11259,DAL,12892,LAX,1523,1503,380,17,3,0.2528276779773786,0.0111621799080761,0.0019697964543663
11259,DAL,12896,LBB,1614,1590,340,21,3,0.2138364779874214,0.0130111524163568,0.0018587360594795
11259,DAL,12953,LGA,1417,1379,403,25,13,0.2922407541696882,0.0176429075511644,0.0091743119266055
11259,DAL,12954,LGB,684,675,138,9,0,0.2044444444444444,0.0131578947368421,0.0
11259,DAL,12992,LIT,1022,1009,258,9,4,0.2556987115956392,0.0088062622309197,0.0039138943248532
11259,DAL,13158,MAF,1375,1351,257,22,2,0.1902294596595114,0.016,0.0014545454545454
11259,DAL,13198,MCI,2034,1990,444,38,6,0.2231155778894472,0.0186823992133726,0.0029498525073746
11259,DAL,13204,MCO,2611,2570,686,30,11,0.2669260700389105,0.0114898506319417,0.0042129452317119
11259,DAL,13232,MDW,2216,2169,555,39,8,0.255878284923928,0.0175992779783393,0.003610108303249
11259,DAL,13244,MEM,459,455,115,3,1,0.2527472527472527,0.0065359477124183,0.0021786492374727
11259,DAL,13303,MIA,410,403,119,6,1,0.2952853598014888,0.0146341463414634,0.0024390243902439
11259,DAL,13342,MKE,407,402,70,4,1,0.1741293532338308,0.0098280098280098,0.0024570024570024
11259,DAL,13487,MSP,60,60,15,0,0,0.25,0.0,0.0
11259,DAL,13495,MSY,2310,2262,539,42,6,0.2382847038019452,0.0181818181818181,0.0025974025974025
11259,DAL,13502,MTJ,55,55,13,0,0,0.2363636363636363,0.0,0.0
11259,DAL,13577,MYR,48,48,9,0,0,0.1875,0.0,0.0
11259,DAL,13796,OAK,566,560,171,6,0,0.3053571428571429,0.0106007067137809,0.0
11259,DAL,13871,OMA,427,423,72,4,0,0.1702127659574468,0.009367681498829,0.0
11259,DAL,13891,ONT,404,400,123,2,2,0.3075,0.0049504950495049,0.0049504950495049
11259,DAL,13930,ORD,865,851,208,13,1,0.2444183313748531,0.015028901734104,0.0011560693641618
11259,DAL,13931,ORF,74,74,13,0,0,0.1756756756756756,0.0,0.0
11259,DAL,14057,PDX,138,136,48,1,1,0.3529411764705882,0.0072463768115942,0.0072463768115942
11259,DAL,14100,PHL,245,243,81,1,1,0.3333333333333333,0.0040816326530612,0.0040816326530612
11259,DAL,14107,PHX,2976,2898,640,71,7,0.2208419599723947,0.0238575268817204,0.0023521505376344
11259,DAL,14122,PIT,366,364,93,2,0,0.2554945054945055,0.0054644808743169,0.0
11259,DAL,14193,PNS,496,491,119,4,1,0.2423625254582484,0.0080645161290322,0.002016129032258
11259,DAL,14262,PSP,8,8,1,0,0,0.125,0.0,0.0
11259,DAL,14307,PVD,9,9,2,0,0,0.2222222222222222,0.0,0.0
11259,DAL,14492,RDU,439,434,109,5,0,0.2511520737327189,0.0113895216400911,0.0
11259,DAL,14570,RNO,58,57,26,1,0,0.4561403508771929,0.0172413793103448,0.0
11259,DAL,14635,RSW,140,136,39,4,0,0.2867647058823529,0.0285714285714285,0.0
11259,DAL,14679,SAN,1588,1560,387,21,7,0.248076923076923,0.0132241813602015,0.0044080604534005
11259,DAL,14683,SAT,2779,2743,515,34,2,0.1877506379876048,0.0122346167686218,0.0007196833393306
11259,DAL,14685,SAV,337,335,110,0,2,0.3283582089552239,0.0,0.0059347181008902
11259,DAL,14730,SDF,353,348,77,3,2,0.2212643678160919,0.0084985835694051,0.0056657223796034
11259,DAL,14747,SEA,229,225,73,4,0,0.3244444444444444,0.0174672489082969,0.0
11259,DAL,14831,SJC,571,561,132,9,1,0.2352941176470588,0.0157618213660245,0.0017513134851138
11259,DAL,14869,SLC,668,661,152,6,1,0.2299546142208774,0.0089820359281437,0.0014970059880239
11259,DAL,14893,SMF,666,659,163,7,0,0.2473444613050076,0.0105105105105105,0.0
11259,DAL,14908,SNA,364,360,82,4,0,0.2277777777777777,0.0109890109890109,0.0
11259,DAL,14986,SRQ,133,132,30,1,0,0.2272727272727272,0.0075187969924812,0.0
11259,DAL,15016,STL,1987,1943,374,40,4,0.1924858466289243,0.0201308505284348,0.0020130850528434
11259,DAL,15304,TPA,1305,1294,358,10,1,0.276661514683153,0.0076628352490421,0.0007662835249042
11259,DAL,15370,TUL,1048,1037,214,9,2,0.2063645130183221,0.0085877862595419,0.0019083969465648
11259,DAL,15376,TUS,240,236,48,4,0,0.2033898305084746,0.0166666666666666,0.0
11259,DAL,15624,VPS,428,424,101,3,1,0.2382075471698113,0.0070093457943925,0.0023364485981308
11267,DAY,10397,ATL,1372,1354,153,15,3,0.1129985228951255,0.0109329446064139,0.0021865889212827
11267,DAY,11057,CLT,1291,1269,241,19,3,0.189913317572892,0.0147172734314484,0.0023237800154918
11267,DAY,11278,DCA,1115,1054,309,56,5,0.2931688804554079,0.0502242152466367,0.0044843049327354
11267,DAY,11292,DEN,365,364,46,0,1,0.1263736263736263,0.0,0.0027397260273972
11267,DAY,11298,DFW,1407,1370,328,28,9,0.2394160583941605,0.0199004975124378,0.0063965884861407
11267,DAY,12953,LGA,198,193,35,5,0,0.1813471502590673,0.0252525252525252,0.0
11267,DAY,13930,ORD,1633,1580,415,51,2,0.2626582278481013,0.0312308634415186,0.0012247397428046
11267,DAY,14082,PGD,99,99,26,0,0,0.2626262626262626,0.0,0.0
11267,DAY,14100,PHL,261,256,31,4,1,0.12109375,0.0153256704980842,0.003831417624521
11267,DAY,14112,PIE,106,105,43,1,0,0.4095238095238095,0.0094339622641509,0.0
11267,DAY,14761,SFB,81,81,54,0,0,0.6666666666666666,0.0,0.0
11278,DCA,10154,ACK,282,268,53,11,3,0.1977611940298507,0.0390070921985815,0.0106382978723404
11278,DCA,10208,AGS,345,308,138,36,1,0.448051948051948,0.1043478260869565,0.0028985507246376
11278,DCA,10257,ALB,1262,1177,394,83,2,0.3347493627867459,0.0657686212361331,0.0015847860538827
11278,DCA,10397,ATL,6874,6637,1542,222,15,0.2323338857917734,0.0322956066336921,0.0021821355833575
11278,DCA,10423,AUS,365,362,189,3,0,0.5220994475138122,0.0082191780821917,0.0
11278,DCA,10431,AVL,539,510,142,29,0,0.2784313725490196,0.0538033395176252,0.0
11278,DCA,10529,BDL,1876,1784,560,90,2,0.3139013452914798,0.0479744136460554,0.0010660980810234
11278,DCA,10581,BGR,1010,937,293,72,1,0.3127001067235859,0.0712871287128712,0.0009900990099009
11278,DCA,10599,BHM,1009,951,289,57,1,0.3038906414300736,0.0564915758176412,0.0009910802775024
11278,DCA,10693,BNA,4269,4103,1061,154,12,0.2585912746770655,0.0360740220192082,0.0028109627547434
11278,DCA,10721,BOS,9131,8829,2391,299,3,0.2708120965001699,0.0327455919395466,0.0003285510896944
11278,DCA,10781,BTR,296,265,94,30,1,0.3547169811320754,0.1013513513513513,0.0033783783783783
11278,DCA,10785,BTV,1341,1282,361,54,5,0.281591263650546,0.0402684563758389,0.0037285607755406
11278,DCA,10792,BUF,1269,1189,410,79,1,0.3448275862068966,0.0622537431048069,0.0007880220646178
11278,DCA,10868,CAE,1083,996,354,84,3,0.3554216867469879,0.077562326869806,0.002770083102493
11278,DCA,10874,CAK,350,325,138,24,1,0.4246153846153846,0.0685714285714285,0.0028571428571428
11278,DCA,10980,CHA,299,273,116,25,1,0.4249084249084249,0.0836120401337792,0.0033444816053511
11278,DCA,10994,CHS,1890,1789,536,99,2,0.2996087199552822,0.0523809523809523,0.001058201058201
11278,DCA,11003,CID,364,353,68,10,1,0.1926345609065155,0.0274725274725274,0.0027472527472527
11278,DCA,11042,CLE,1601,1476,493,124,1,0.3340108401084011,0.0774515927545284,0.0006246096189881
11278,DCA,11057,CLT,3083,2987,686,94,2,0.2296618680950787,0.0304897826792085,0.0006487187804086
11278,DCA,11066,CMH,2046,1962,500,82,2,0.254841997961264,0.0400782013685239,0.0009775171065493
11278,DCA,11146,CRW,337,300,121,36,1,0.4033333333333333,0.1068249258160237,0.0029673590504451
11278,DCA,11193,CVG,988,937,368,48,3,0.3927427961579509,0.048582995951417,0.0030364372469635
11278,DCA,11252,DAB,9,9,2,0,0,0.2222222222222222,0.0,0.0
11278,DCA,11259,DAL,1735,1687,455,42,6,0.2697095435684647,0.024207492795389,0.0034582132564841
11278,DCA,11267,DAY,1116,1062,373,54,0,0.3512241054613936,0.0483870967741935,0.0
11278,DCA,11292,DEN,1390,1373,337,9,8,0.2454479242534595,0.0064748201438848,0.0057553956834532
11278,DCA,11298,DFW,3420,3275,749,124,21,0.2287022900763358,0.0362573099415204,0.0061403508771929
11278,DCA,11423,DSM,694,640,189,53,1,0.2953125,0.0763688760806916,0.0014409221902017
11278,DCA,11433,DTW,2819,2721,680,98,0,0.2499081220139654,0.034764100744945,0.0
11278,DCA,11481,ECP,311,298,65,10,3,0.2181208053691275,0.0321543408360128,0.0096463022508038
11278,DCA,11618,EWR,357,343,43,14,0,0.1253644314868804,0.0392156862745098,0.0
11278,DCA,11624,EYW,560,545,125,9,6,0.2293577981651376,0.0160714285714285,0.0107142857142857
11278,DCA,11697,FLL,2284,2235,614,42,7,0.2747203579418344,0.0183887915936952,0.0030647985989492
11278,DCA,11977,GRB,2,2,0,0,0,0.0,0.0,0.0
11278,DCA,11986,GRR,697,642,214,52,3,0.3333333333333333,0.0746054519368723,0.0043041606886657
11278,DCA,11995,GSO,785,742,246,42,1,0.3315363881401617,0.0535031847133758,0.0012738853503184
11278,DCA,11996,GSP,999,941,328,56,2,0.3485653560042508,0.056056056056056,0.002002002002002
11278,DCA,12124,HHH,313,307,41,2,4,0.1335504885993485,0.0063897763578274,0.0127795527156549
11278,DCA,12191,HOU,1056,1026,228,25,5,0.2222222222222222,0.0236742424242424,0.0047348484848484
11278,DCA,12197,HPN,1359,1250,494,105,4,0.3952,0.0772626931567329,0.002943340691685
11278,DCA,12217,HSV,1316,1235,383,80,1,0.3101214574898785,0.060790273556231,0.0007598784194528
11278,DCA,12250,HYA,106,104,13,2,0,0.125,0.0188679245283018,0.0
11278,DCA,12266,IAH,2670,2617,475,45,8,0.1815055406954528,0.0168539325842696,0.0029962546816479
11278,DCA,12278,ICT,308,297,97,8,3,0.3265993265993266,0.0259740259740259,0.0097402597402597
11278,DCA,12323,ILM,887,826,234,59,2,0.2832929782082324,0.0665163472378805,0.0022547914317925
11278,DCA,12339,IND,2043,1957,485,82,4,0.2478283086356668,0.0401370533529123,0.0019579050416054
11278,DCA,12448,JAN,299,269,114,29,1,0.4237918215613382,0.0969899665551839,0.0033444816053511
11278,DCA,12451,JAX,1499,1447,360,51,1,0.248790601243953,0.0340226817878585,0.000667111407605
11278,DCA,12478,JFK,2706,2561,552,144,1,0.2155408043732916,0.0532150776053215,0.0003695491500369
11278,DCA,12884,LAN,299,280,110,18,1,0.3928571428571428,0.060200668896321,0.0033444816053511
11278,DCA,12889,LAS,678,670,212,6,2,0.3164179104477612,0.0088495575221238,0.0029498525073746
11278,DCA,12892,LAX,1457,1433,378,17,7,0.2637822749476622,0.0116678105696636,0.0048043925875085
11278,DCA,12945,LEX,303,291,80,12,0,0.274914089347079,0.0396039603960396,0.0
11278,DCA,12953,LGA,4628,4391,1284,232,5,0.2924163060806194,0.0501296456352636,0.0010803802938634
11278,DCA,12992,LIT,364,347,134,13,4,0.3861671469740634,0.0357142857142857,0.0109890109890109
11278,DCA,13198,MCI,1866,1787,500,70,9,0.2797985450475657,0.037513397642015,0.0048231511254019
11278,DCA,13204,MCO,4632,4521,1193,91,20,0.2638796726387967,0.0196459412780656,0.0043177892918825
11278,DCA,13232,MDW,2102,2042,444,53,7,0.21743388834476,0.0252140818268315,0.0033301617507136
11278,DCA,13244,MEM,1245,1191,293,52,2,0.2460117548278757,0.0417670682730923,0.0016064257028112
11278,DCA,13277,MGM,294,280,106,13,1,0.3785714285714285,0.0442176870748299,0.0034013605442176
11278,DCA,13296,MHT,1261,1171,353,89,1,0.3014517506404782,0.070578905630452,0.0007930214115781
11278,DCA,13303,MIA,4048,3946,976,89,13,0.2473390775468829,0.0219861660079051,0.0032114624505928
11278,DCA,13342,MKE,1337,1271,325,63,3,0.2557041699449252,0.0471204188481675,0.0022438294689603
11278,DCA,13485,MSN,1054,1016,285,38,0,0.280511811023622,0.0360531309297912,0.0
11278,DCA,13487,MSP,2450,2384,521,60,6,0.2185402684563758,0.0244897959183673,0.0024489795918367
11278,DCA,13495,MSY,1927,1859,490,64,4,0.2635825712748789,0.0332122470160871,0.0020757654385054
11278,DCA,13541,MVY,275,267,37,7,1,0.1385767790262172,0.0254545454545454,0.0036363636363636
11278,DCA,13577,MYR,707,673,169,33,1,0.2511144130757801,0.0466760961810466,0.0014144271570014
11278,DCA,13851,OKC,715,693,209,15,7,0.3015873015873015,0.0209790209790209,0.0097902097902097
11278,DCA,13871,OMA,642,633,132,9,0,0.2085308056872037,0.014018691588785,0.0
11278,DCA,13930,ORD,6761,6567,1557,185,9,0.2370945637277295,0.0273628161514568,0.0013311640289897
11278,DCA,13931,ORF,1106,1038,374,66,2,0.3603082851637765,0.0596745027124773,0.0018083182640144
11278,DCA,14027,PBI,1739,1708,468,28,3,0.2740046838407494,0.0161012075905692,0.0017251293847038
11278,DCA,14057,PDX,364,361,108,2,1,0.299168975069252,0.0054945054945054,0.0027472527472527
11278,DCA,14100,PHL,1049,1002,325,47,0,0.3243512974051896,0.0448045757864632,0.0
11278,DCA,14107,PHX,1084,1065,177,14,5,0.1661971830985915,0.0129151291512915,0.0046125461254612
11278,DCA,14122,PIT,1535,1465,348,69,1,0.2375426621160409,0.0449511400651465,0.0006514657980456
11278,DCA,14193,PNS,933,878,270,50,5,0.3075170842824601,0.0535905680600214,0.0053590568060021
11278,DCA,14307,PVD,2586,2472,673,111,3,0.2722491909385113,0.0429234338747099,0.0011600928074245
11278,DCA,14321,PWM,1288,1221,339,63,4,0.2776412776412776,0.0489130434782608,0.0031055900621118
11278,DCA,14492,RDU,1971,1878,521,93,0,0.2774227902023429,0.0471841704718417,0.0
11278,DCA,14576,ROC,1183,1108,338,72,3,0.3050541516245487,0.0608622147083685,0.0025359256128486
11278,DCA,14635,RSW,784,762,193,21,1,0.2532808398950131,0.0267857142857142,0.0012755102040816
11278,DCA,14679,SAN,288,283,99,3,2,0.3498233215547703,0.0104166666666666,0.0069444444444444
11278,DCA,14683,SAT,296,290,132,4,2,0.4551724137931034,0.0135135135135135,0.0067567567567567
11278,DCA,14685,SAV,1074,1009,369,62,3,0.3657086223984143,0.0577281191806331,0.0027932960893854
11278,DCA,14696,SBN,16,16,2,0,0,0.125,0.0,0.0
11278,DCA,14730,SDF,1011,931,297,78,2,0.3190118152524167,0.0771513353115727,0.0019782393669634
11278,DCA,14747,SEA,1027,1008,251,17,2,0.2490079365079365,0.0165530671859785,0.0019474196689386
11278,DCA,14771,SFO,1049,1039,236,9,1,0.2271414821944177,0.0085795996186844,0.0009532888465204
11278,DCA,14843,SJU,365,358,71,6,1,0.1983240223463687,0.0164383561643835,0.0027397260273972
11278,DCA,14869,SLC,365,362,89,3,0,0.2458563535911602,0.0082191780821917,0.0
11278,DCA,14986,SRQ,366,361,78,4,1,0.2160664819944598,0.0109289617486338,0.0027322404371584
11278,DCA,15016,STL,2354,2278,622,73,3,0.2730465320456541,0.0310110450297366,0.0012744265080713
11278,DCA,15096,SYR,1140,1059,361,77,4,0.3408876298394712,0.0675438596491228,0.0035087719298245
11278,DCA,15249,TLH,365,327,119,36,2,0.363914373088685,0.0986301369863013,0.0054794520547945
11278,DCA,15304,TPA,2172,2118,589,47,7,0.2780925401322002,0.0216390423572744,0.0032228360957642
11278,DCA,15370,TUL,358,337,109,20,1,0.3234421364985163,0.0558659217877094,0.0027932960893854
11278,DCA,15380,TVC,156,150,24,6,0,0.16,0.0384615384615384,0.0
11278,DCA,15412,TYS,1033,976,340,56,1,0.3483606557377049,0.0542110358180058,0.0009680542110358
11278,DCA,15624,VPS,390,362,104,28,0,0.287292817679558,0.0717948717948717,0.0
11278,DCA,15919,XNA,365,338,82,25,2,0.2426035502958579,0.0684931506849315,0.0054794520547945
11283,DDC,11292,DEN,627,610,147,16,1,0.240983606557377,0.0255183413078149,0.0015948963317384
11288,DEC,13930,ORD,627,609,170,17,1,0.2791461412151067,0.0271132376395534,0.0015948963317384
11292,DEN,10135,ABE,46,46,5,0,0,0.108695652173913,0.0,0.0
11292,DEN,10140,ABQ,3145,3123,762,20,2,0.2439961575408261,0.0063593004769475,0.0006359300476947
11292,DEN,10157,ACV,361,357,57,1,3,0.1596638655462184,0.002770083102493,0.0083102493074792
11292,DEN,10257,ALB,307,301,148,5,1,0.4916943521594684,0.01628664495114,0.003257328990228
11292,DEN,10279,AMA,755,738,227,13,4,0.3075880758807588,0.0172185430463576,0.0052980132450331
11292,DEN,10299,ANC,614,604,148,1,9,0.2450331125827814,0.001628664495114,0.014657980456026
11292,DEN,10372,ASE,2741,2570,734,126,45,0.2856031128404669,0.0459686245895658,0.0164173659248449
11292,DEN,10397,ATL,5561,5494,1286,45,22,0.2340735347651984,0.0080920697716238,0.0039561229994605
11292,DEN,10408,ATW,440,436,127,3,1,0.2912844036697247,0.0068181818181818,0.0022727272727272
11292,DEN,10409,ATY,152,152,25,0,0,0.1644736842105263,0.0,0.0
11292,DEN,10423,AUS,4865,4836,1264,21,8,0.261373035566584,0.0043165467625899,0.0016443987667009
11292,DEN,10431,AVL,355,354,76,1,0,0.2146892655367231,0.0028169014084507,0.0
11292,DEN,10529,BDL,1067,1060,317,5,2,0.2990566037735849,0.0046860356138706,0.0018744142455482
11292,DEN,10558,BFF,626,612,140,11,3,0.2287581699346405,0.0175718849840255,0.0047923322683706
11292,DEN,10561,BFL,730,725,191,1,4,0.263448275862069,0.0013698630136986,0.0054794520547945
11292,DEN,10599,BHM,1092,1082,317,9,1,0.2929759704251386,0.0082417582417582,0.0009157509157509
11292,DEN,10617,BIH,112,112,37,0,0,0.3303571428571428,0.0,0.0
11292,DEN,10620,BIL,1813,1784,429,19,10,0.2404708520179372,0.0104798676227247,0.005515719801434
11292,DEN,10627,BIS,1565,1536,404,21,8,0.2630208333333333,0.0134185303514377,0.0051118210862619
11292,DEN,10693,BNA,3757,3720,1014,23,14,0.2725806451612903,0.006121905775885,0.0037263774287995
11292,DEN,10713,BOI,2997,2981,750,7,9,0.2515934250251593,0.0023356690023356,0.003003003003003
11292,DEN,10721,BOS,3927,3911,1117,12,4,0.2856047046791102,0.0030557677616501,0.0010185892538833
11292,DEN,10779,BTM,363,353,101,9,1,0.2861189801699716,0.024793388429752,0.0027548209366391
11292,DEN,10785,BTV,202,202,48,0,0,0.2376237623762376,0.0,0.0
11292,DEN,10792,BUF,596,592,250,2,2,0.4222972972972973,0.0033557046979865,0.0033557046979865
11292,DEN,10800,BUR,2398,2373,657,13,12,0.2768647281921618,0.0054211843202668,0.0050041701417848
11292,DEN,10821,BWI,3059,3015,740,28,16,0.2454394693200663,0.0091533180778032,0.0052304674730304
11292,DEN,10849,BZN,2733,2712,648,13,8,0.2389380530973451,0.004756677643615,0.0029271862422246
11292,DEN,10994,CHS,665,658,171,5,2,0.2598784194528875,0.0075187969924812,0.0030075187969924
11292,DEN,11003,CID,1051,1041,250,8,2,0.2401536983669548,0.0076117982873453,0.0019029495718363
11292,DEN,11042,CLE,1841,1829,456,9,3,0.249316566429743,0.0048886474741988,0.0016295491580662
11292,DEN,11057,CLT,2930,2905,638,19,6,0.2196213425129087,0.0064846416382252,0.0020477815699658
11292,DEN,11066,CMH,1735,1728,502,5,2,0.2905092592592592,0.0028818443804034,0.0011527377521613
11292,DEN,11097,COD,930,890,225,18,22,0.2528089887640449,0.0193548387096774,0.0236559139784946
11292,DEN,11109,COS,5305,5214,1447,84,7,0.2775220560030687,0.0158341187558906,0.0013195098963242
11292,DEN,11111,COU,98,98,17,0,0,0.173469387755102,0.0,0.0
11292,DEN,11122,CPR,2399,2366,601,27,6,0.254015215553677,0.0112546894539391,0.0025010421008753
11292,DEN,11140,CRP,24,24,2,0,0,0.0833333333333333,0.0,0.0
11292,DEN,11193,CVG,1500,1483,387,13,4,0.2609575185434929,0.0086666666666666,0.0026666666666666
11292,DEN,11233,CYS,736,722,192,8,6,0.2659279778393352,0.0108695652173913,0.0081521739130434
11292,DEN,11259,DAL,3050,3001,877,36,13,0.2922359213595468,0.0118032786885245,0.0042622950819672
11292,DEN,11267,DAY,365,365,107,0,0,0.2931506849315068,0.0,0.0
11292,DEN,11278,DCA,1393,1375,331,6,12,0.2407272727272727,0.0043072505384063,0.0086145010768126
11292,DEN,11283,DDC,627,607,129,13,7,0.2125205930807248,0.0207336523125996,0.011164274322169
11292,DEN,11298,DFW,6028,5889,1603,120,19,0.2722024112752589,0.019907100199071,0.0031519575315195
11292,DEN,11315,DIK,689,664,179,18,7,0.269578313253012,0.0261248185776487,0.0101596516690856
11292,DEN,11413,DRO,2183,2148,500,27,8,0.2327746741154562,0.0123683005038937,0.0036646816307833
11292,DEN,11423,DSM,2240,2220,486,16,4,0.2189189189189189,0.0071428571428571,0.0017857142857142
11292,DEN,11433,DTW,2974,2958,703,10,6,0.2376605814739689,0.0033624747814391,0.0020174848688634
11292,DEN,11447,DVL,476,467,67,5,4,0.1434689507494646,0.0105042016806722,0.0084033613445378
11292,DEN,11468,EAR,626,618,129,5,3,0.2087378640776699,0.0079872204472843,0.0047923322683706
11292,DEN,11481,ECP,202,202,69,0,0,0.3415841584158416,0.0,0.0
11292,DEN,11503,EGE,1333,1321,294,11,1,0.222558667676003,0.0082520630157539,0.0007501875468867
11292,DEN,11540,ELP,1821,1812,469,6,3,0.2588300220750552,0.0032948929159802,0.0016474464579901
11292,DEN,11603,EUG,1112,1111,277,1,0,0.2493249324932493,0.0008992805755395,0.0
