OriginAirportID,Origin,DestAirportID,Dest,scheduled_flights,eligible_arrivals,delayed_arrivals,cancelled_flights,diverted_flights,arrival_delay_rate,cancellation_rate,diversion_rate
12892,LAX,11193,CVG,335,331,61,4,0,0.1842900302114803,0.0119402985074626,0.0
12892,LAX,11259,DAL,1522,1503,300,13,6,0.1996007984031936,0.0085413929040735,0.0039421813403416
12892,LAX,11278,DCA,1457,1422,320,15,20,0.2250351617440225,0.0102951269732326,0.0137268359643102
12892,LAX,11292,DEN,7827,7756,1454,44,27,0.1874677668901495,0.005621566372812,0.0034495975469528
12892,LAX,11298,DFW,6581,6431,1501,113,37,0.2334007152853366,0.017170642759459,0.0056222458592919
12892,LAX,11423,DSM,88,88,8,0,0,0.0909090909090909,0.0,0.0
12892,LAX,11433,DTW,2692,2670,434,17,5,0.1625468164794007,0.0063150074294205,0.0018573551263001
12892,LAX,11503,EGE,212,208,66,0,4,0.3173076923076923,0.0,0.0188679245283018
12892,LAX,11540,ELP,1232,1227,160,4,1,0.1303993480032599,0.0032467532467532,0.0008116883116883
12892,LAX,11603,EUG,398,395,68,3,0,0.1721518987341772,0.007537688442211,0.0
12892,LAX,11618,EWR,5229,5107,1097,81,41,0.2148032112786371,0.0154905335628227,0.0078408873589596
12892,LAX,11638,FAT,1048,1045,120,3,0,0.1148325358851674,0.0028625954198473,0.0
12892,LAX,11648,FCA,176,175,21,1,0,0.12,0.0056818181818181,0.0
12892,LAX,11695,FLG,10,10,3,0,0,0.3,0.0,0.0
12892,LAX,11697,FLL,2099,2085,451,5,9,0.2163069544364508,0.0023820867079561,0.0042877560743211
12892,LAX,11775,FSD,24,24,7,0,0,0.2916666666666667,0.0,0.0
12892,LAX,11884,GEG,874,869,91,5,0,0.1047180667433832,0.005720823798627,0.0
12892,LAX,11977,GRB,1,1,0,0,0,0.0,0.0,0.0
12892,LAX,11986,GRR,25,25,10,0,0,0.4,0.0,0.0
12892,LAX,12094,HDN,80,79,16,0,1,0.2025316455696202,0.0,0.0125
12892,LAX,12173,HNL,5328,5287,1022,30,11,0.1933043313788538,0.0056306306306306,0.0020645645645645
12892,LAX,12191,HOU,1203,1190,205,6,7,0.1722689075630252,0.0049875311720698,0.0058187863674147
12892,LAX,12264,IAD,2442,2419,328,12,11,0.135593220338983,0.0049140049140049,0.0045045045045045
12892,LAX,12266,IAH,5395,5323,819,46,26,0.1538606049220364,0.0085264133456904,0.0048192771084337
12892,LAX,12278,ICT,24,24,5,0,0,0.2083333333333333,0.0,0.0
12892,LAX,12339,IND,744,737,126,4,3,0.1709633649932157,0.0053763440860215,0.0040322580645161
12892,LAX,12441,JAC,648,641,129,2,5,0.2012480499219968,0.0030864197530864,0.007716049382716
12892,LAX,12478,JFK,10265,10110,1935,100,55,0.1913946587537092,0.0097418412079883,0.0053580126643935
12892,LAX,12758,KOA,1590,1580,221,6,4,0.1398734177215189,0.0037735849056603,0.0025157232704402
12892,LAX,12889,LAS,8741,8692,1904,49,0,0.2190520018407731,0.0056057659306715,0.0
12892,LAX,12982,LIH,1464,1458,186,4,2,0.1275720164609053,0.0027322404371584,0.0013661202185792
12892,LAX,12992,LIT,24,24,5,0,0,0.2083333333333333,0.0,0.0
12892,LAX,13029,LNK,1,1,0,0,0,0.0,0.0,0.0
12892,LAX,13198,MCI,1134,1117,156,11,6,0.1396598030438675,0.009700176366843,0.0052910052910052
12892,LAX,13204,MCO,3159,3139,650,6,14,0.2070723160242115,0.0018993352326685,0.0044317822095599
12892,LAX,13230,MDT,1,1,0,0,0,0.0,0.0,0.0
12892,LAX,13232,MDW,1367,1353,197,5,9,0.1456023651145602,0.0036576444769568,0.0065837600585223
12892,LAX,13244,MEM,274,271,65,2,1,0.2398523985239852,0.0072992700729927,0.0036496350364963
12892,LAX,13256,MFE,36,36,4,0,0,0.1111111111111111,0.0,0.0
12892,LAX,13264,MFR,11,11,1,0,0,0.0909090909090909,0.0,0.0
12892,LAX,13303,MIA,3204,3187,681,4,13,0.2136805773454659,0.0012484394506866,0.0040574282147315
12892,LAX,13342,MKE,34,34,5,0,0,0.1470588235294117,0.0,0.0
12892,LAX,13476,MRY,879,869,77,6,4,0.0886075949367088,0.0068259385665529,0.0045506257110352
12892,LAX,13485,MSN,2,2,1,0,0,0.5,0.0,0.0
12892,LAX,13486,MSO,89,89,10,0,0,0.1123595505617977,0.0,0.0
12892,LAX,13487,MSP,2215,2203,327,10,2,0.1484339536995007,0.0045146726862302,0.000902934537246
12892,LAX,13495,MSY,1801,1773,292,20,8,0.164692611393119,0.011104941699056,0.0044419766796224
12892,LAX,13502,MTJ,37,37,7,0,0,0.1891891891891892,0.0,0.0
12892,LAX,13796,OAK,2239,2222,296,17,0,0.1332133213321332,0.0075926753014738,0.0
12892,LAX,13830,OGG,1885,1874,235,5,6,0.1254002134471718,0.0026525198938992,0.003183023872679
12892,LAX,13851,OKC,849,843,90,3,3,0.1067615658362989,0.0035335689045936,0.0035335689045936
12892,LAX,13871,OMA,465,462,59,2,1,0.1277056277056277,0.0043010752688172,0.0021505376344086
12892,LAX,13930,ORD,7084,6971,1379,90,23,0.1978195380863577,0.01270468661773,0.0032467532467532
12892,LAX,14027,PBI,186,185,34,0,1,0.1837837837837838,0.0,0.0053763440860215
12892,LAX,14057,PDX,4605,4562,593,41,2,0.1299868478737396,0.0089033659066232,0.0004343105320304
12892,LAX,14100,PHL,2521,2483,523,30,8,0.2106322996375352,0.0119000396667988,0.0031733439111463
12892,LAX,14107,PHX,7645,7586,1263,54,5,0.1664909042973899,0.0070634401569653,0.000654022236756
12892,LAX,14122,PIT,259,259,55,0,0,0.2123552123552123,0.0,0.0
12892,LAX,14237,PRC,364,356,83,6,2,0.2331460674157303,0.0164835164835164,0.0054945054945054
12892,LAX,14252,PSC,366,364,53,1,1,0.1456043956043956,0.0027322404371584,0.0027322404371584
12892,LAX,14262,PSP,352,352,44,0,0,0.125,0.0,0.0
12892,LAX,14457,RAP,1,1,0,0,0,0.0,0.0,0.0
12892,LAX,14487,RDD,332,332,30,0,0,0.0903614457831325,0.0,0.0
12892,LAX,14489,RDM,364,363,30,0,1,0.0826446280991735,0.0,0.0027472527472527
12892,LAX,14492,RDU,774,771,153,2,1,0.1984435797665369,0.0025839793281653,0.0012919896640826
12892,LAX,14570,RNO,2629,2597,318,22,10,0.1224489795918367,0.00836820083682,0.0038037276531
12892,LAX,14635,RSW,21,21,5,0,0,0.238095238095238,0.0,0.0
12892,LAX,14674,SAF,87,87,24,0,0,0.2758620689655172,0.0,0.0
12892,LAX,14679,SAN,2380,2359,307,21,0,0.1301398897838067,0.0088235294117647,0.0
12892,LAX,14683,SAT,2062,2049,310,10,3,0.1512933138116154,0.0048496605237633,0.001454898157129
12892,LAX,14689,SBA,673,658,85,8,7,0.1291793313069908,0.0118870728083209,0.0104011887072808
12892,LAX,14696,SBN,1,1,1,0,0,1.0,0.0,0.0
12892,LAX,14698,SBP,663,654,85,3,6,0.1299694189602446,0.004524886877828,0.0090497737556561
12892,LAX,14730,SDF,120,118,15,2,0,0.1271186440677966,0.0166666666666666,0.0
12892,LAX,14747,SEA,7396,7318,1101,71,7,0.1504509428805684,0.0095997836668469,0.0009464575446187
12892,LAX,14771,SFO,10840,10787,2861,46,7,0.2652266617224437,0.0042435424354243,0.0006457564575645
12892,LAX,14783,SGF,55,55,7,0,0,0.1272727272727272,0.0,0.0
12892,LAX,14794,SGU,363,363,47,0,0,0.1294765840220385,0.0,0.0
12892,LAX,14831,SJC,4892,4878,549,13,1,0.1125461254612546,0.0026573998364677,0.0002044153720359
12892,LAX,14869,SLC,4138,4126,431,11,1,0.1044595249636451,0.0026582890285161,0.000241662638956
12892,LAX,14893,SMF,5596,5573,710,19,4,0.1273999641126861,0.0033952823445318,0.0007147962830593
12892,LAX,15016,STL,1017,1008,193,9,0,0.1914682539682539,0.0088495575221238,0.0
12892,LAX,15023,STS,703,679,104,16,8,0.1531664212076583,0.0227596017069701,0.011379800853485
12892,LAX,15041,SUN,318,314,28,1,3,0.0891719745222929,0.0031446540880503,0.0094339622641509
12892,LAX,15304,TPA,1031,1024,173,4,3,0.1689453125,0.0038797284190106,0.002909796314258
12892,LAX,15370,TUL,436,436,60,0,0,0.1376146788990825,0.0,0.0
12892,LAX,15376,TUS,2648,2635,494,12,1,0.1874762808349146,0.0045317220543806,0.0003776435045317
12892,LAX,15919,XNA,414,412,71,1,1,0.1723300970873786,0.002415458937198,0.002415458937198
12896,LBB,10423,AUS,322,321,27,0,1,0.0841121495327102,0.0,0.0031055900621118
12896,LBB,11259,DAL,1614,1585,228,23,6,0.1438485804416403,0.0142503097893432,0.0037174721189591
12896,LBB,11292,DEN,952,928,294,12,12,0.3168103448275862,0.0126050420168067,0.0126050420168067
12896,LBB,11298,DFW,2707,2626,536,73,8,0.2041127189642041,0.0269671222755818,0.0029553010712966
12896,LBB,11697,FLL,1,1,0,0,0,0.0,0.0,0.0
12896,LBB,12191,HOU,83,83,13,0,0,0.1566265060240964,0.0,0.0
12896,LBB,12266,IAH,160,157,58,3,0,0.3694267515923566,0.01875,0.0
12896,LBB,12889,LAS,365,361,66,2,2,0.1828254847645429,0.0054794520547945,0.0054794520547945
12896,LBB,13303,MIA,6,6,0,0,0,0.0,0.0,0.0
12896,LBB,14107,PHX,365,364,32,0,1,0.0879120879120879,0.0,0.0027397260273972
12896,LBB,14869,SLC,1,1,0,0,0,0.0,0.0,0.0
12898,LBE,11697,FLL,51,51,9,0,0,0.1764705882352941,0.0,0.0
12898,LBE,13204,MCO,288,280,64,6,2,0.2285714285714285,0.0208333333333333,0.0069444444444444
12898,LBE,13577,MYR,153,152,24,1,0,0.1578947368421052,0.0065359477124183,0.0
12899,LBF,11292,DEN,626,609,150,15,2,0.2463054187192118,0.023961661341853,0.0031948881789137
12902,LBL,11292,DEN,627,611,155,16,0,0.2536824877250409,0.0255183413078149,0.0
12915,LCH,11298,DFW,1088,1033,263,54,1,0.2545982575024201,0.0496323529411764,0.0009191176470588
12915,LCH,12266,IAH,98,96,18,2,0,0.1875,0.0204081632653061,0.0
12917,LCK,10994,CHS,24,22,12,1,1,0.5454545454545454,0.0416666666666666,0.0416666666666666
12917,LCK,11697,FLL,88,88,26,0,0,0.2954545454545454,0.0,0.0
12917,LCK,13577,MYR,111,109,40,1,1,0.3669724770642202,0.009009009009009,0.009009009009009
12917,LCK,14082,PGD,192,192,65,0,0,0.3385416666666667,0.0,0.0
12917,LCK,14112,PIE,183,182,71,1,0,0.3901098901098901,0.0054644808743169,0.0
12917,LCK,14685,SAV,145,141,22,2,2,0.1560283687943262,0.0137931034482758,0.0137931034482758
12917,LCK,14761,SFB,171,170,76,0,1,0.4470588235294118,0.0,0.0058479532163742
12917,LCK,14986,SRQ,130,130,16,0,0,0.123076923076923,0.0,0.0
12917,LCK,15624,VPS,126,125,32,1,0,0.256,0.0079365079365079,0.0
12945,LEX,10397,ATL,2082,2048,265,31,3,0.12939453125,0.0148895292987512,0.0014409221902017
12945,LEX,10423,AUS,2,2,0,0,0,0.0,0.0,0.0
12945,LEX,11057,CLT,1718,1660,387,56,2,0.2331325301204819,0.0325960419091967,0.0011641443538998
12945,LEX,11278,DCA,303,297,25,6,0,0.0841750841750841,0.0198019801980198,0.0
12945,LEX,11292,DEN,365,364,80,1,0,0.2197802197802197,0.0027397260273972,0.0
12945,LEX,11298,DFW,1218,1182,242,28,8,0.2047377326565143,0.0229885057471264,0.0065681444991789
12945,LEX,11433,DTW,801,791,110,8,2,0.1390644753476612,0.0099875156054931,0.0024968789013732
12945,LEX,11697,FLL,130,128,63,0,2,0.4921875,0.0,0.0153846153846153
12945,LEX,12889,LAS,93,92,30,1,0,0.3260869565217391,0.010752688172043,0.0
12945,LEX,12953,LGA,1,1,0,0,0,0.0,0.0,0.0
12945,LEX,13303,MIA,15,15,2,0,0,0.1333333333333333,0.0,0.0
12945,LEX,13577,MYR,24,24,2,0,0,0.0833333333333333,0.0,0.0
12945,LEX,13930,ORD,1598,1566,476,31,1,0.3039591315453384,0.0193992490613266,0.0006257822277847
12945,LEX,14082,PGD,179,177,56,2,0,0.3163841807909605,0.0111731843575419,0.0
12945,LEX,14100,PHL,327,302,75,25,0,0.2483443708609271,0.0764525993883792,0.0
12945,LEX,14112,PIE,194,192,83,1,1,0.4322916666666667,0.0051546391752577,0.0051546391752577
12945,LEX,14761,SFB,224,220,135,3,1,0.6136363636363636,0.0133928571428571,0.0044642857142857
12945,LEX,14986,SRQ,64,64,11,0,0,0.171875,0.0,0.0
12945,LEX,15624,VPS,35,35,15,0,0,0.4285714285714285,0.0,0.0
12951,LFT,10397,ATL,230,221,61,6,3,0.2760180995475113,0.0260869565217391,0.0130434782608695
12951,LFT,11057,CLT,365,353,39,12,0,0.1104815864022662,0.0328767123287671,0.0
12951,LFT,11298,DFW,1776,1702,468,69,5,0.2749706227967097,0.0388513513513513,0.0028153153153153
12951,LFT,12266,IAH,303,299,58,4,0,0.1939799331103679,0.0132013201320132,0.0
12953,LGA,10154,ACK,407,397,65,8,2,0.163727959697733,0.0196560196560196,0.0049140049140049
12953,LGA,10208,AGS,16,16,2,0,0,0.125,0.0,0.0
12953,LGA,10397,ATL,7746,7544,1884,181,21,0.2497348886532343,0.0233668990446682,0.0027110766847405
12953,LGA,10431,AVL,439,429,77,9,1,0.1794871794871795,0.020501138952164,0.0022779043280182
12953,LGA,10581,BGR,221,218,33,2,1,0.1513761467889908,0.0090497737556561,0.004524886877828
12953,LGA,10693,BNA,3914,3767,1018,129,18,0.2702415715423414,0.0329586101175268,0.0045988758303525
12953,LGA,10721,BOS,7037,6783,1695,248,6,0.2498894294559929,0.0352422907488986,0.0008526360665056
12953,LGA,10785,BTV,49,46,7,3,0,0.1521739130434782,0.0612244897959183,0.0
12953,LGA,10792,BUF,1809,1719,431,86,4,0.2507271669575334,0.0475400773908236,0.0022111663902708
12953,LGA,10849,BZN,15,14,2,1,0,0.1428571428571428,0.0666666666666666,0.0
12953,LGA,10868,CAE,480,466,124,13,1,0.2660944206008583,0.0270833333333333,0.0020833333333333
12953,LGA,10990,CHO,347,342,75,5,0,0.219298245614035,0.0144092219020172,0.0
12953,LGA,10994,CHS,1128,1083,319,41,4,0.2945521698984303,0.0363475177304964,0.0035460992907801
12953,LGA,11042,CLE,1989,1907,501,78,4,0.2627163083377032,0.0392156862745098,0.0020110608345902
12953,LGA,11057,CLT,4868,4738,1028,126,4,0.2169691853102575,0.0258833196384552,0.000821692686935
12953,LGA,11066,CMH,3197,3106,698,85,6,0.2247263361236317,0.0265874257116046,0.0018767594619956
12953,LGA,11193,CVG,858,821,218,37,0,0.2655298416565164,0.0431235431235431,0.0
12953,LGA,11252,DAB,1,1,0,0,0,0.0,0.0,0.0
12953,LGA,11259,DAL,1417,1377,369,31,9,0.2679738562091503,0.0218772053634438,0.0063514467184191
12953,LGA,11267,DAY,198,184,41,14,0,0.2228260869565217,0.0707070707070707,0.0
12953,LGA,11278,DCA,4629,4412,1223,212,5,0.2771985494106981,0.045798228559084,0.0010801468999783
12953,LGA,11292,DEN,4573,4455,1280,84,34,0.287317620650954,0.0183686857642685,0.0074349442379182
12953,LGA,11298,DFW,6938,6649,2020,232,57,0.3038050834711986,0.0334390314211588,0.008215624099164
12953,LGA,11423,DSM,303,288,97,14,1,0.3368055555555556,0.0462046204620462,0.0033003300330033
12953,LGA,11433,DTW,3946,3838,877,106,2,0.2285044293903074,0.0268626457171819,0.0005068423720223
12953,LGA,11624,EYW,321,311,75,6,4,0.2411575562700964,0.0186915887850467,0.0124610591900311
12953,LGA,11648,FCA,13,13,2,0,0,0.1538461538461538,0.0,0.0
12953,LGA,11697,FLL,4176,4047,1138,116,13,0.2811959476155177,0.0277777777777777,0.0031130268199233
12953,LGA,11977,GRB,2,2,1,0,0,0.5,0.0,0.0
12953,LGA,11986,GRR,847,814,186,33,0,0.2285012285012285,0.0389610389610389,0.0
12953,LGA,11995,GSO,1911,1824,436,86,1,0.2390350877192982,0.0450026164311878,0.0005232862375719
12953,LGA,11996,GSP,947,885,229,62,0,0.2587570621468926,0.0654699049630411,0.0
12953,LGA,12124,HHH,195,194,10,1,0,0.0515463917525773,0.0051282051282051,0.0
12953,LGA,12191,HOU,1359,1329,368,25,5,0.2768999247554552,0.0183958793230316,0.0036791758646063
12953,LGA,12250,HYA,76,76,4,0,0,0.0526315789473684,0.0,0.0
12953,LGA,12264,IAD,757,713,196,44,0,0.2748948106591865,0.0581241743725231,0.0
12953,LGA,12266,IAH,4301,4203,1000,80,18,0.237925291458482,0.0186003255056963,0.0041850732387816
12953,LGA,12323,ILM,990,935,265,54,1,0.2834224598930481,0.0545454545454545,0.001010101010101
12953,LGA,12339,IND,2451,2361,595,88,2,0.2520118593816179,0.0359037127702978,0.0008159934720522
12953,LGA,12451,JAX,269,261,74,8,0,0.2835249042145594,0.0297397769516728,0.0
12953,LGA,12992,LIT,312,291,100,20,1,0.3436426116838488,0.0641025641025641,0.0032051282051282
12953,LGA,13198,MCI,1681,1628,501,49,4,0.3077395577395577,0.0291493158834027,0.0023795359904818
12953,LGA,13204,MCO,5288,5144,1549,113,31,0.3011275272161742,0.0213691376701966,0.0058623298033282
12953,LGA,13232,MDW,2354,2276,588,67,11,0.2583479789103691,0.0284621920135938,0.0046728971962616
12953,LGA,13244,MEM,1005,957,224,46,2,0.2340647857889237,0.0457711442786069,0.0019900497512437
12953,LGA,13303,MIA,6073,5914,1702,136,23,0.2877916807575245,0.0223942038531203,0.0037872550633953
12953,LGA,13342,MKE,643,622,115,21,0,0.1848874598070739,0.0326594090202177,0.0
12953,LGA,13485,MSN,675,643,179,32,0,0.2783825816485225,0.0474074074074074,0.0
12953,LGA,13487,MSP,2126,2096,387,28,2,0.1846374045801526,0.0131702728127939,0.0009407337723424
12953,LGA,13495,MSY,1475,1440,429,31,4,0.2979166666666666,0.0210169491525423,0.0027118644067796
12953,LGA,13541,MVY,316,313,34,2,1,0.108626198083067,0.0063291139240506,0.0031645569620253
12953,LGA,13577,MYR,675,661,142,13,1,0.2148260211800302,0.0192592592592592,0.0014814814814814
12953,LGA,13851,OKC,1014,923,290,59,32,0.314192849404117,0.0581854043392504,0.0315581854043392
12953,LGA,13871,OMA,432,409,98,21,2,0.2396088019559902,0.0486111111111111,0.0046296296296296
12953,LGA,13930,ORD,11545,11206,3379,313,26,0.301534892022131,0.0271113035946297,0.002252057167605
12953,LGA,13931,ORF,1428,1349,325,78,1,0.2409191994069681,0.0546218487394958,0.0007002801120448
12953,LGA,14027,PBI,3021,2938,926,72,11,0.3151803948264125,0.0238331678252234,0.0036411784177424
12953,LGA,14100,PHL,271,268,63,3,0,0.2350746268656716,0.011070110701107,0.0
12953,LGA,14122,PIT,2992,2902,646,90,0,0.222605099931082,0.0300802139037433,0.0
12953,LGA,14321,PWM,1053,1011,229,40,2,0.2265084075173096,0.0379867046533713,0.0018993352326685
12953,LGA,14492,RDU,2804,2696,734,105,3,0.2722551928783382,0.0374465049928673,0.0010699001426533
12953,LGA,14524,RIC,1804,1712,423,91,1,0.2470794392523364,0.0504434589800443,0.0005543237250554
12953,LGA,14574,ROA,327,312,94,13,2,0.3012820512820512,0.0397553516819571,0.0061162079510703
12953,LGA,14576,ROC,171,170,37,1,0,0.2176470588235294,0.0058479532163742,0.0
12953,LGA,14635,RSW,900,882,260,17,1,0.2947845804988662,0.0188888888888888,0.0011111111111111
12953,LGA,14685,SAV,661,627,182,34,0,0.2902711323763955,0.0514372163388804,0.0
12953,LGA,14696,SBN,14,14,2,0,0,0.1428571428571428,0.0,0.0
12953,LGA,14730,SDF,1363,1325,271,33,5,0.2045283018867924,0.0242112986060161,0.0036683785766691
12953,LGA,14843,SJU,2,1,1,1,0,1.0,0.5,0.0
12953,LGA,14869,SLC,19,19,6,0,0,0.3157894736842105,0.0,0.0
12953,LGA,14986,SRQ,680,663,151,16,1,0.2277526395173454,0.0235294117647058,0.0014705882352941
12953,LGA,15016,STL,2590,2510,612,77,3,0.2438247011952191,0.0297297297297297,0.0011583011583011
12953,LGA,15096,SYR,221,214,31,6,1,0.1448598130841121,0.0271493212669683,0.004524886877828
12953,LGA,15304,TPA,2761,2693,845,53,15,0.3137764574823616,0.0191959434987323,0.0054328141977544
12953,LGA,15370,TUL,428,395,133,26,7,0.3367088607594937,0.0607476635514018,0.0163551401869158
12953,LGA,15380,TVC,40,39,3,1,0,0.0769230769230769,0.025,0.0
12953,LGA,15412,TYS,674,642,134,32,0,0.2087227414330218,0.0474777448071216,0.0
12953,LGA,15919,XNA,747,704,200,35,8,0.2840909090909091,0.0468540829986613,0.0107095046854083
12954,LGB,10140,ABQ,269,267,38,0,2,0.1423220973782771,0.0,0.0074349442379182
12954,LGB,10423,AUS,535,534,88,0,1,0.1647940074906367,0.0,0.0018691588785046
12954,LGB,10693,BNA,371,370,46,1,0,0.1243243243243243,0.0026954177897574,0.0
12954,LGB,10821,BWI,181,180,26,1,0,0.1444444444444444,0.005524861878453,0.0
12954,LGB,11259,DAL,684,675,88,4,5,0.1303703703703703,0.0058479532163742,0.0073099415204678
12954,LGB,11292,DEN,1017,1010,200,6,1,0.198019801980198,0.0058997050147492,0.0009832841691248
12954,LGB,11540,ELP,173,170,29,1,2,0.1705882352941176,0.0057803468208092,0.0115606936416184
12954,LGB,12173,HNL,730,725,65,3,2,0.0896551724137931,0.0041095890410958,0.0027397260273972
12954,LGB,12191,HOU,551,543,72,2,6,0.1325966850828729,0.0036297640653357,0.0108892921960072
12954,LGB,12889,LAS,2306,2293,437,13,0,0.1905800261665939,0.0056374674761491,0.0
12954,LGB,13198,MCI,13,11,3,1,1,0.2727272727272727,0.0769230769230769,0.0769230769230769
12954,LGB,13204,MCO,14,14,3,0,0,0.2142857142857142,0.0,0.0
12954,LGB,13232,MDW,351,347,32,2,2,0.0922190201729106,0.0056980056980056,0.0056980056980056
12954,LGB,13495,MSY,17,17,8,0,0,0.4705882352941176,0.0,0.0
12954,LGB,13796,OAK,1752,1746,172,6,0,0.0985108820160366,0.0034246575342465,0.0
12954,LGB,13830,OGG,370,368,16,2,0,0.0434782608695652,0.0054054054054054,0.0
12954,LGB,14107,PHX,1576,1564,248,11,1,0.1585677749360614,0.006979695431472,0.0006345177664974
12954,LGB,14570,RNO,741,733,123,6,2,0.1678035470668485,0.0080971659919028,0.0026990553306342
12954,LGB,14831,SJC,1234,1228,147,6,0,0.1197068403908794,0.0048622366288492,0.0
12954,LGB,14869,SLC,1552,1548,174,3,1,0.1124031007751938,0.0019329896907216,0.0006443298969072
12954,LGB,14893,SMF,1991,1981,234,10,0,0.1181221605249873,0.0050226017076845,0.0
12954,LGB,15016,STL,296,295,27,1,0,0.0915254237288135,0.0033783783783783,0.0
12982,LIH,11292,DEN,379,370,17,8,1,0.0459459459459459,0.021108179419525,0.0026385224274406
12982,LIH,12173,HNL,8082,8000,1002,82,0,0.12525,0.0101460034644889,0.0
12982,LIH,12758,KOA,365,364,69,1,0,0.1895604395604395,0.0027397260273972,0.0
12982,LIH,12889,LAS,365,361,22,1,3,0.0609418282548476,0.0027397260273972,0.0082191780821917
12982,LIH,12892,LAX,1464,1450,253,11,3,0.1744827586206896,0.0075136612021857,0.0020491803278688
12982,LIH,13796,OAK,696,691,100,3,2,0.1447178002894356,0.0043103448275862,0.0028735632183908
12982,LIH,13830,OGG,1459,1450,184,5,4,0.1268965517241379,0.0034270047978067,0.0027416038382453
12982,LIH,14057,PDX,120,117,16,2,1,0.1367521367521367,0.0166666666666666,0.0083333333333333
12982,LIH,14107,PHX,385,382,28,2,1,0.0732984293193717,0.0051948051948051,0.0025974025974025
12982,LIH,14679,SAN,222,215,67,7,0,0.3116279069767442,0.0315315315315315,0.0
12982,LIH,14747,SEA,1094,1068,162,24,2,0.1516853932584269,0.0219378427787934,0.0018281535648994
12982,LIH,14771,SFO,674,669,73,5,0,0.109118086696562,0.0074183976261127,0.0
12982,LIH,14831,SJC,151,150,47,0,1,0.3133333333333333,0.0,0.0066225165562913
12982,LIH,14893,SMF,208,206,59,1,1,0.2864077669902912,0.0048076923076923,0.0048076923076923
12992,LIT,10397,ATL,2262,2233,312,25,4,0.1397223466188983,0.01105216622458,0.0017683465959328
12992,LIT,11057,CLT,1253,1209,263,44,0,0.2175351530190239,0.0351157222665602,0.0
12992,LIT,11259,DAL,1022,1008,156,13,1,0.1547619047619047,0.0127201565557729,0.0009784735812133
12992,LIT,11278,DCA,363,358,25,5,0,0.0698324022346368,0.0137741046831955,0.0
12992,LIT,11292,DEN,1545,1521,429,13,11,0.282051282051282,0.0084142394822006,0.0071197411003236
12992,LIT,11298,DFW,2808,2693,820,108,7,0.3044931303379131,0.0384615384615384,0.0024928774928774
12992,LIT,12191,HOU,24,24,5,0,0,0.2083333333333333,0.0,0.0
12992,LIT,12266,IAH,524,511,152,13,0,0.2974559686888454,0.0248091603053435,0.0
12992,LIT,12889,LAS,360,360,65,0,0,0.1805555555555555,0.0,0.0
12992,LIT,12892,LAX,24,24,14,0,0,0.5833333333333334,0.0,0.0
12992,LIT,12953,LGA,312,304,58,8,0,0.1907894736842105,0.0256410256410256,0.0
12992,LIT,13303,MIA,52,52,11,0,0,0.2115384615384615,0.0,0.0
12992,LIT,13930,ORD,1229,1203,369,24,2,0.3067331670822942,0.0195280716029292,0.0016273393002441
12992,LIT,14107,PHX,98,98,15,0,0,0.1530612244897959,0.0,0.0
12992,LIT,14112,PIE,24,24,16,0,0,0.6666666666666666,0.0,0.0
12992,LIT,14761,SFB,63,63,39,0,0,0.6190476190476191,0.0,0.0
12992,LIT,14869,SLC,114,113,5,1,0,0.0442477876106194,0.0087719298245614,0.0
12992,LIT,15016,STL,678,673,92,5,0,0.1367013372956909,0.0073746312684365,0.0
12992,LIT,15624,VPS,27,27,6,0,0,0.2222222222222222,0.0,0.0
13029,LNK,11292,DEN,1601,1567,400,23,11,0.2552648372686662,0.014366021236727,0.0068707058088694
13029,LNK,11433,DTW,1,1,0,0,0,0.0,0.0,0.0
13029,LNK,12892,LAX,1,1,1,0,0,1.0,0.0,0.0
13029,LNK,13930,ORD,1262,1235,300,23,4,0.242914979757085,0.0182250396196513,0.0031695721077654
13061,LRD,11298,DFW,1665,1594,303,67,4,0.1900878293601003,0.0402402402402402,0.0024024024024024
13061,LRD,12889,LAS,111,109,34,2,0,0.3119266055045872,0.018018018018018,0.0
13076,LSE,13930,ORD,891,867,167,24,0,0.1926182237600922,0.0269360269360269,0.0
13127,LWS,11292,DEN,32,32,9,0,0,0.28125,0.0,0.0
13127,LWS,14747,SEA,364,360,34,2,2,0.0944444444444444,0.0054945054945054,0.0054945054945054
13127,LWS,14869,SLC,365,365,21,0,0,0.0575342465753424,0.0,0.0
13158,MAF,10423,AUS,1063,1053,190,7,3,0.1804368471035137,0.0065851364063969,0.0028222013170272
13158,MAF,11259,DAL,1376,1354,169,20,2,0.1248153618906942,0.0145348837209302,0.001453488372093
13158,MAF,11292,DEN,1470,1440,353,13,17,0.2451388888888888,0.0088435374149659,0.0115646258503401
13158,MAF,11298,DFW,2973,2892,571,76,5,0.1974412171507607,0.0255634039690548,0.0016818028927009
13158,MAF,12191,HOU,1340,1324,194,13,3,0.1465256797583081,0.0097014925373134,0.0022388059701492
13158,MAF,12266,IAH,928,913,149,11,4,0.1631982475355969,0.011853448275862,0.0043103448275862
13158,MAF,12889,LAS,365,363,54,2,0,0.1487603305785124,0.0054794520547945,0.0
13158,MAF,14107,PHX,366,364,52,2,0,0.1428571428571428,0.0054644808743169,0.0
13184,MBS,11433,DTW,1235,1220,229,15,0,0.1877049180327868,0.0121457489878542,0.0
13184,MBS,13930,ORD,1070,1044,304,24,2,0.2911877394636015,0.022429906542056,0.0018691588785046
