OriginAirportID,Origin,scheduled_flights,eligible_arrivals,delayed_arrivals,cancelled_flights,diverted_flights,arrival_delay_rate,cancellation_rate,diversion_rate
14709,SCC,537,532,61,5,0,0.1146616541353383,0.0093109869646182,0.0
14711,SCE,471,458,116,9,4,0.2532751091703056,0.019108280254777,0.0084925690021231
14716,SCK,564,555,180,7,2,0.3243243243243243,0.0124113475177304,0.0035460992907801
14730,SDF,23039,22518,4355,466,55,0.1934008348876454,0.0202265723338686,0.0023872563913364
14747,SEA,164835,162971,36174,1348,516,0.2219658712286235,0.0081778748445415,0.0031304031304031
14761,SFB,10495,10420,3220,46,29,0.3090211132437619,0.0043830395426393,0.0027632205812291
14771,SFO,144495,142973,28285,1080,442,0.1978345561749421,0.0074743070694487,0.0030589293747188
14783,SGF,9247,9066,2355,155,26,0.2597617471872931,0.0167621931437222,0.0028117227208824
14794,SGU,4539,4513,637,5,21,0.1411477952581431,0.001101564221194,0.0046265697290152
14812,SHR,735,716,165,11,8,0.2304469273743016,0.0149659863945578,0.0108843537414965
14814,SHV,5952,5797,1345,142,13,0.232016560289805,0.0238575268817204,0.0021841397849462
14828,SIT,1329,1295,235,20,14,0.1814671814671814,0.0150489089541008,0.0105342362678705
14831,SJC,45902,45520,7247,286,96,0.1592047451669595,0.0062306653304866,0.0020914121389046
14842,SJT,1089,1037,222,49,3,0.2140790742526518,0.0449954086317722,0.0027548209366391
14843,SJU,35706,35232,7394,320,154,0.2098660308810172,0.0089620792023749,0.0043130006161429
14869,SLC,116298,115369,18274,596,333,0.1583961029392644,0.0051247656881459,0.0028633338492493
14877,SLN,969,946,226,16,7,0.2389006342494714,0.0165118679050567,0.0072239422084623
14893,SMF,57928,57424,9862,364,140,0.1717400390080802,0.0062836624775583,0.0024167932605993
14905,SMX,258,254,59,4,0,0.2322834645669291,0.0155038759689922,0.0
14908,SNA,44997,44395,8207,471,131,0.1848631602657957,0.010467364490966,0.0029113051981243
14952,SPI,626,609,139,17,0,0.2282430213464696,0.0271565495207667,0.0
14955,SPN,367,366,20,1,0,0.0546448087431694,0.0027247956403269,0.0
14960,SPS,729,700,148,29,0,0.2114285714285714,0.0397805212620027,0.0
14986,SRQ,17228,16985,3343,195,48,0.1968207241683838,0.0113187833758996,0.0027861620617599
15008,STC,176,176,53,0,0,0.3011363636363636,0.0,0.0
15016,STL,64202,63152,13389,887,163,0.2120122878135292,0.0138157689791595,0.0025388617177034
15023,STS,4668,4569,1119,84,15,0.2449113591595535,0.0179948586118251,0.0032133676092544
15024,STT,5044,4906,840,47,91,0.1712189156135344,0.0093180015860428,0.018041237113402
15027,STX,1374,1360,308,8,6,0.2264705882352941,0.0058224163027656,0.0043668122270742
15041,SUN,2504,2471,351,24,9,0.1420477539457709,0.0095846645367412,0.0035942492012779
15048,SUX,729,711,237,13,5,0.3333333333333333,0.017832647462277,0.0068587105624142
15070,SWF,611,600,182,8,3,0.3033333333333333,0.0130932896890343,0.0049099836333878
15074,SWO,729,700,138,27,2,0.1971428571428571,0.037037037037037,0.0027434842249657
15096,SYR,10393,10130,2454,238,25,0.2422507403751234,0.0229000288655826,0.0024054652169729
15249,TLH,4516,4400,807,105,11,0.1834090909090909,0.0232506643046944,0.0024357838795394
15295,TOL,396,393,160,2,1,0.4071246819338422,0.005050505050505,0.0025252525252525
15304,TPA,79433,78251,17490,962,220,0.2235115206195448,0.0121108355469389,0.0027696297508592
15323,TRI,1318,1299,321,16,3,0.2471131639722864,0.0121396054628224,0.0022761760242792
15356,TTN,1091,1060,228,26,5,0.2150943396226415,0.0238313473877176,0.0045829514207149
15370,TUL,18410,18037,3510,328,45,0.1945999889116815,0.0178164041281912,0.0024443237370994
15376,TUS,20152,19923,3066,191,38,0.1538924860713748,0.0094779674473997,0.0018856689162366
15380,TVC,5196,5069,1521,112,15,0.3000591832708621,0.0215550423402617,0.0028868360277136
15389,TWF,716,715,35,0,1,0.0489510489510489,0.0,0.0013966480446927
15401,TXK,727,700,132,26,1,0.1885714285714285,0.0357634112792297,0.0013755158184319
15411,TYR,1089,1044,254,44,1,0.2432950191570881,0.0404040404040404,0.0009182736455463
15412,TYS,13267,12954,3119,262,51,0.2407750501775513,0.019748247531469,0.0038441245194844
15569,VCT,596,573,121,22,1,0.2111692844677138,0.0369127516778523,0.0016778523489932
15624,VPS,10696,10501,2039,169,26,0.1941719836206075,0.0158002991772625,0.0024308152580403
15628,VRB,42,41,21,1,0,0.5121951219512195,0.0238095238095238,0.0
15841,WRG,724,700,98,15,9,0.14,0.0207182320441988,0.0124309392265193
15897,WYS,336,323,60,2,11,0.1857585139318885,0.0059523809523809,0.0327380952380952
15919,XNA,12780,12504,2745,247,29,0.2195297504798464,0.0193270735524256,0.0022691705790297
15991,YAK,724,697,73,21,6,0.1047345767575322,0.0290055248618784,0.0082872928176795
16218,YUM,1683,1654,245,21,8,0.1481257557436517,0.0124777183600713,0.0047534165181224
16422,GUF,327,323,60,4,0,0.1857585139318885,0.0122324159021406,0.0
16869,XWA,2376,2330,566,24,22,0.2429184549356223,0.0101010101010101,0.0092592592592592
