city_a,city_b,scheduled_flights,eligible_arrivals,delayed_arrivals,cancelled_flights,diverted_flights,arrival_delay_rate,cancellation_rate,diversion_rate
"Austin, TX","Charlotte, NC",3436,3374,804,54,8,0.23829282750444578,0.01571594877764843,0.002328288707799767
"Boston, MA","Las Vegas, NV",3431,3403,783,13,15,0.23009109609168382,0.003788982803847275,0.004371903235208394
"Boise, ID","Salt Lake City, UT",3427,3401,378,24,2,0.11114378124081152,0.007003209804493727,0.0005836008170411438
"Austin, TX","Salt Lake City, UT",3424,3408,662,7,9,0.1942488262910798,0.0020443925233644858,0.002628504672897196
"Miami, FL","New Orleans, LA",3416,3340,872,68,8,0.26107784431137726,0.01990632318501171,0.00234192037470726
"Denver, CO","Oakland, CA",3407,3385,968,16,6,0.2859675036927622,0.004696213677722336,0.0017610801291458762
"Norfolk, VA","Washington, DC",3407,3250,930,154,3,0.28615384615384615,0.04520105664807749,0.0008805400645729381
"Cleveland, OH","Dallas/Fort Worth, TX",3394,3296,920,83,15,0.279126213592233,0.024454920447849145,0.00441956393635828
"Portland, OR","San Jose, CA",3386,3376,558,8,2,0.16528436018957346,0.002362669816893089,0.0005906674542232723
"Baltimore, MD","Buffalo, NY",3373,3319,639,51,3,0.19252786984031334,0.015120071153276016,0.0008894159501927068
"Chicago, IL","Sioux Falls, SD",3371,3279,1114,85,7,0.33973772491613297,0.025215069712251556,0.0020765351527736575
"Chicago, IL","Fayetteville, AR",3365,3305,852,52,8,0.25779122541603633,0.015453194650817237,0.00237741456166419
"Portland, OR","San Diego, CA",3365,3327,590,35,3,0.17733694018635407,0.010401188707280832,0.0008915304606240713
"Albuquerque, NM","Chicago, IL",3353,3308,706,34,11,0.21342200725513905,0.010140172979421413,0.003280644199224575
"Miami, FL","San Francisco, CA",3353,3339,669,3,11,0.20035938903863432,0.000894721145243066,0.003280644199224575
"Salt Lake City, UT","Spokane, WA",3350,3337,397,8,5,0.11896913395265209,0.0023880597014925373,0.0014925373134328358
"Albuquerque, NM","Dallas, TX",3342,3288,609,46,8,0.1852189781021898,0.01376421304608019,0.0023937761819269898
"Houston, TX","Philadelphia, PA",3340,3265,728,63,12,0.2229709035222052,0.018862275449101795,0.003592814371257485
"Salt Lake City, UT","St. George, UT",3334,3327,244,6,1,0.07333934475503456,0.001799640071985603,0.00029994001199760045
"Dallas/Fort Worth, TX","Laredo, TX",3330,3190,630,131,9,0.1974921630094044,0.03933933933933934,0.002702702702702703
"Boston, MA","Cincinnati, OH",3322,3260,725,57,5,0.2223926380368098,0.01715833835039133,0.0015051173991571343
"Charlotte, NC","Fayetteville, AR",3317,3246,695,67,4,0.21410967344423906,0.020198974977389206,0.0012059089538739825
"Orlando, FL","Providence, RI",3298,3273,799,14,11,0.24411854567674915,0.004244996967859308,0.0033353547604608852
"Denver, CO","Fort Lauderdale, FL",3293,3266,679,10,17,0.20789957134109002,0.0030367446097783178,0.00516246583662314
"Palm Springs, CA","Seattle, WA",3279,3259,512,14,6,0.15710340595274624,0.004269594388533089,0.0018298261665141812
"Philadelphia, PA","San Juan, PR",3278,3210,1064,55,13,0.3314641744548287,0.016778523489932886,0.003965832824893227
"Albany, NY","Baltimore, MD",3273,3232,542,39,2,0.1676980198019802,0.011915673693858845,0.0006110601894286587
"Chicago, IL","Savannah, GA",3272,3223,689,42,7,0.21377598510704313,0.012836185819070905,0.002139364303178484
"Chicago, IL","Dayton, OH",3270,3165,882,103,2,0.2786729857819905,0.03149847094801223,0.0006116207951070336
"Palm Springs, CA","Phoenix, AZ",3267,3239,650,25,3,0.20067922198209323,0.007652280379553107,0.0009182736455463728
"Atlanta, GA","Knoxville, TN",3263,3201,564,54,8,0.17619493908153702,0.0165491878639289,0.002451731535396874
"Denver, CO","Jackson, WY",3260,3191,800,39,30,0.25070510811657787,0.01196319018404908,0.009202453987730062
"Jacksonville, FL","New York, NY",3252,3132,837,102,18,0.2672413793103448,0.03136531365313653,0.005535055350553505
"Minneapolis, MN","Nashville, TN",3250,3219,536,22,9,0.16651133892513204,0.00676923076923077,0.002769230769230769
"Philadelphia, PA","West Palm Beach/Palm Beach, FL",3246,3173,883,65,8,0.27828553419476837,0.02002464571780653,0.0024645717806531116
"West Palm Beach/Palm Beach, FL","White Plains, NY",3243,3167,724,43,33,0.22860751499842122,0.013259327782917052,0.010175763182238668
"Austin, TX","Minneapolis, MN",3238,3223,755,7,8,0.23425380080670183,0.0021618282890673254,0.0024706609017912293
"Boston, MA","St. Louis, MO",3230,3181,756,44,5,0.23766111285759195,0.013622291021671827,0.0015479876160990713
"Dallas/Fort Worth, TX","Knoxville, TN",3229,3121,897,98,10,0.28740788208907403,0.03034995354598947,0.003096934035305048
"Dallas, TX","Lubbock, TX",3228,3175,568,44,9,0.1788976377952756,0.013630731102850062,0.0027881040892193307
"Dallas/Fort Worth, TX","Harlingen/San Benito, TX",3222,3076,578,141,5,0.18790637191157347,0.043761638733705775,0.0015518311607697084
"Honolulu, HI","San Diego, CA",3220,3166,785,22,32,0.24794693619709413,0.0068322981366459624,0.009937888198757764
"Las Vegas, NV","Orlando, FL",3218,3197,717,10,11,0.22427275570847668,0.003107520198881293,0.003418272218769422
"Baltimore, MD","Manchester, NH",3210,3177,554,29,4,0.17437834435001573,0.009034267912772585,0.0012461059190031153
"Detroit, MI","Raleigh/Durham, NC",3206,3189,456,13,4,0.14299153339604892,0.004054897067997504,0.0012476606363069245
"Denver, CO","Lincoln, NE",3203,3140,850,43,20,0.27070063694267515,0.013424914142990947,0.0062441461130190445
"Burbank, CA","Seattle, WA",3202,3113,685,72,17,0.22004497269514936,0.022485946283572766,0.005309181761399126
"Chicago, IL","Lexington, KY",3195,3133,927,57,5,0.2958825406958187,0.01784037558685446,0.001564945226917058
"Charlotte, NC","San Francisco, CA",3193,3161,713,24,8,0.22556153116102498,0.007516442217350454,0.002505480739116818
"Chattanooga, TN","Dallas/Fort Worth, TX",3187,3101,783,76,10,0.2524991938084489,0.023846877941637906,0.0031377470975839346
"Minneapolis, MN","Salt Lake City, UT",3186,3181,444,5,0,0.13957874882112542,0.001569365976145637,0.0
"Cincinnati, OH","New York, NY",3182,3076,642,98,8,0.20871261378413525,0.030798240100565682,0.00251414204902577
"Kona, HI","Los Angeles, CA",3180,3151,443,20,9,0.14059028879720722,0.006289308176100629,0.002830188679245283
"Dallas/Fort Worth, TX","Omaha, NE",3179,3074,884,99,6,0.28757319453480806,0.031141868512110725,0.0018873859704309531
"Charlotte, NC","Sarasota/Bradenton, FL",3178,3133,627,41,4,0.2001276731567188,0.012901195720578981,0.0012586532410320957
"Nashville, TN","New Orleans, LA",3178,3126,615,47,5,0.1967370441458733,0.014789175582127124,0.0015733165512901196
"Atlanta, GA","Portland, OR",3172,3148,592,17,7,0.1880559085133418,0.005359394703656999,0.0022068095838587644
"Dallas, TX","San Diego, CA",3171,3106,745,43,22,0.23985833869929168,0.013560391043834753,0.006937874487543362
"Charlotte, NC","San Diego, CA",3167,3131,582,21,15,0.1858831044394762,0.006630880959898958,0.00473634354278497
"Juneau, AK","Seattle, WA",3158,3100,718,51,7,0.23161290322580644,0.016149461684610514,0.002216592780240659
"Long Beach, CA","Phoenix, AZ",3152,3131,515,19,2,0.16448419035451933,0.006027918781725888,0.0006345177664974619
"Boston, MA","Jacksonville, FL",3151,3090,827,58,3,0.2676375404530744,0.018406854966677245,0.000952078705172961
"Jacksonville, FL","Philadelphia, PA",3150,3071,779,77,2,0.25366330185607294,0.024444444444444446,0.0006349206349206349
"Kansas City, MO","Orlando, FL",3149,3100,689,38,11,0.22225806451612903,0.012067322959669736,0.003493172435693871
"Oakland, CA","Ontario, CA",3147,3132,407,14,1,0.12994891443167306,0.0044486812837623135,0.00031776294884016526
"Atlanta, GA","Daytona Beach, FL",3146,3103,486,35,8,0.15662262326780535,0.01112523839796567,0.0025429116338207248
"Chicago, IL","Flint, MI",3141,3055,974,82,4,0.3188216039279869,0.026106335561922954,0.0012734797835084368
"Brownsville, TX","Dallas/Fort Worth, TX",3134,3015,635,110,9,0.21061359867330018,0.03509891512444161,0.002871729419272495
"Bismarck/Mandan, ND","Denver, CO",3130,3068,796,36,26,0.25945241199478486,0.011501597444089457,0.008306709265175719
"Atlanta, GA","Tallahassee, FL",3108,3059,535,43,6,0.17489375612945407,0.013835263835263836,0.0019305019305019305
"Charlotte, NC","Providence, RI",3105,3050,611,52,3,0.200327868852459,0.01674718196457327,0.000966183574879227
"Long Beach, CA","Salt Lake City, UT",3104,3094,350,6,4,0.11312217194570136,0.0019329896907216496,0.001288659793814433
"Newark, NJ","San Diego, CA",3104,3023,667,47,34,0.22064174660932848,0.015141752577319588,0.01095360824742268
"Detroit, MI","Salt Lake City, UT",3099,3093,452,2,4,0.14613643711606855,0.0006453694740238787,0.0012907389480477573
"Atlanta, GA","Gainesville, FL",3096,3047,470,44,5,0.154250082047916,0.014211886304909561,0.001614987080103359
"Chicago, IL","Springfield, MO",3094,3030,850,53,11,0.28052805280528054,0.01712992889463478,0.003555268261150614
"Denver, CO","Little Rock, AR",3092,3053,815,26,13,0.2669505404520144,0.008408796895213453,0.004204398447606727
"Atlanta, GA","Tulsa, OK",3086,3013,529,64,9,0.17557251908396945,0.020738820479585224,0.002916396629941672
"Charlotte, NC","Greensboro/High Point, NC",3077,3003,613,73,1,0.20412920412920413,0.023724406889827753,0.00032499187520311994
"Baltimore, MD","Norfolk, VA",3063,3021,582,37,5,0.1926514399205561,0.01207966046359778,0.001632386549134835
"Boise, ID","San Francisco, CA",3062,3046,604,9,7,0.19829284307288247,0.002939255388634879,0.0022860875244937948
"Dallas/Fort Worth, TX","Pittsburgh, PA",3055,2998,778,49,8,0.25950633755837227,0.016039279869067103,0.002618657937806874
"Portland, OR","Santa Ana, CA",3052,3009,281,40,3,0.09338650714523097,0.01310615989515072,0.000982961992136304
"Indianapolis, IN","Phoenix, AZ",3050,3033,654,14,3,0.21562809099901087,0.0045901639344262295,0.0009836065573770492
"Dallas, TX","Los Angeles, CA",3045,3006,680,30,9,0.2262142381902861,0.009852216748768473,0.002955665024630542
"Chicago, IL","Harrisburg, PA",3043,2986,722,55,2,0.2417950435365037,0.01807426881367072,0.0006572461386789353
"Chicago, IL","Greer, SC",3037,2941,741,88,8,0.2519551173070384,0.028975963121501483,0.0026341784655910436
"Indianapolis, IN","Philadelphia, PA",3030,2949,727,76,5,0.2465242455069515,0.025082508250825083,0.0016501650165016502
"Denver, CO","Williston, ND",3024,2962,755,28,34,0.2548953409858204,0.009259259259259259,0.011243386243386243
"Orlando, FL","Salt Lake City, UT",3019,2994,579,5,20,0.1933867735470942,0.0016561775422325273,0.006624710168930109
"Burbank, CA","Salt Lake City, UT",3014,2988,421,17,9,0.14089692101740295,0.00564034505640345,0.0029860650298606504
"Philadelphia, PA","St. Louis, MO",3013,2953,671,53,7,0.22722654927192684,0.017590441420511117,0.0023232658479920344
"Cincinnati, OH","Washington, DC",3009,2879,847,123,7,0.29419937478291075,0.040877367896311065,0.002326354270521768
"Cincinnati, OH","Denver, CO",3000,2957,709,28,15,0.23977003719986473,0.009333333333333334,0.005
"Islip, NY","Orlando, FL",2996,2964,731,19,13,0.24662618083670715,0.006341789052069426,0.0043391188251001335
"Akron, OH","Chicago, IL",2994,2907,858,82,5,0.2951496388028896,0.02738810955243821,0.0016700066800267202
"Corpus Christi, TX","Houston, TX",2980,2945,586,34,1,0.19898132427843804,0.011409395973154362,0.0003355704697986577
"Kahului, HI","San Francisco, CA",2980,2965,271,9,6,0.09139966273187183,0.0030201342281879194,0.0020134228187919465
"New York, NY","Savannah, GA",2975,2862,674,108,5,0.23549965059399022,0.03630252100840336,0.0016806722689075631
"Atlanta, GA","Myrtle Beach, SC",2966,2929,546,32,5,0.18641174462273813,0.01078894133513149,0.0016857720836142953
"Atlanta, GA","Chattanooga, TN",2961,2918,563,43,0,0.19294037011651816,0.014522120905099628,0.0
"Asheville, NC","Charlotte, NC",2958,2861,627,89,8,0.21915414190842364,0.03008789722785666,0.002704530087897228
"Milwaukee, WI","Phoenix, AZ",2956,2938,588,14,4,0.2001361470388019,0.004736129905277402,0.0013531799729364006
"San Francisco, CA","Santa Barbara, CA",2955,2909,674,39,7,0.2316947404606394,0.013197969543147208,0.0023688663282571912
"Austin, TX","Boston, MA",2950,2899,934,36,15,0.322180062090376,0.012203389830508475,0.005084745762711864
"Denver, CO","Midland/Odessa, TX",2941,2890,777,24,27,0.2688581314878893,0.008160489629377763,0.009180550833049982
"Philadelphia, PA","Pittsburgh, PA",2940,2865,809,73,2,0.2823734729493892,0.024829931972789116,0.0006802721088435374
"Baltimore, MD","Dallas/Fort Worth, TX",2938,2846,821,81,11,0.2884750527055516,0.027569775357385976,0.0037440435670524166
"Fresno, CA","Phoenix, AZ",2936,2928,614,7,1,0.20969945355191258,0.0023841961852861036,0.0003405994550408719
"Kahului, HI","Kona, HI",2936,2927,345,8,1,0.11786812435941237,0.0027247956403269754,0.0003405994550408719
"San Juan, PR","Tampa, FL",2933,2917,652,12,4,0.2235173123071649,0.004091374019774974,0.0013637913399249914
"Austin, TX","Washington, DC",2931,2907,659,17,7,0.22669418644650843,0.005800068236096895,0.002388263391334016
"Lihue, HI","Los Angeles, CA",2928,2908,439,15,5,0.15096286107290233,0.005122950819672131,0.0017076502732240437
"Denver, CO","Fargo, ND",2926,2899,832,18,9,0.28699551569506726,0.006151742993848257,0.0030758714969241286
"Kahului, HI","Lihue, HI",2919,2904,416,10,5,0.14325068870523416,0.0034258307639602604,0.0017129153819801302
"Chicago, IL","Tucson, AZ",2918,2882,557,26,10,0.19326856349757113,0.008910212474297465,0.003427004797806717
"Milwaukee, WI","Orlando, FL",2917,2885,632,23,9,0.2190641247833622,0.007884813164209805,0.0030853616729516627
"Denver, CO","Fresno, CA",2912,2903,505,5,4,0.17395797450912848,0.001717032967032967,0.0013736263736263737
"Orlando, FL","San Francisco, CA",2909,2888,529,15,6,0.18317174515235457,0.005156411137848058,0.002062564455139223
"New York, NY","Portland, ME",2902,2791,632,107,4,0.22644213543532785,0.0368711233631978,0.0013783597518952446
"Atlanta, GA","Key West, FL",2897,2853,598,28,16,0.20960392569225378,0.009665170866413532,0.005522954780807732
"Boise, ID","Las Vegas, NV",2892,2883,591,9,0,0.20499479708636836,0.0031120331950207467,0.0
"Boise, ID","Los Angeles, CA",2892,2886,238,4,2,0.08246708246708247,0.0013831258644536654,0.0006915629322268327
"Kona, HI","Seattle, WA",2880,2814,552,50,16,0.19616204690831557,0.017361111111111112,0.005555555555555556
"Charleston, SC","Philadelphia, PA",2875,2802,652,70,3,0.23269093504639543,0.02434782608695652,0.0010434782608695651
"Nashville, TN","Seattle, WA",2874,2849,749,17,8,0.2628992628992629,0.005915100904662491,0.0027835768963117608
"Baltimore, MD","Fort Myers, FL",2873,2829,605,37,7,0.21385648639095087,0.012878524190741385,0.0024364775495997215
"Charleston, SC","Newark, NJ",2866,2746,637,115,5,0.23197378004369992,0.04012561060711793,0.0017445917655268667
"Atlanta, GA","Grand Rapids, MI",2865,2828,427,32,5,0.15099009900990099,0.011169284467713788,0.0017452006980802793
"Albuquerque, NM","Houston, TX",2861,2824,463,30,7,0.16395184135977336,0.01048584411045089,0.002446696959105208
"Indianapolis, IN","Las Vegas, NV",2853,2829,553,16,8,0.1954754330151997,0.005608131791097091,0.0028040658955485456
"Monterey, CA","Phoenix, AZ",2852,2811,523,27,14,0.18605478477410176,0.009467040673211781,0.004908835904628331
"Houston, TX","Kansas City, MO",2845,2797,593,42,6,0.21201287093314267,0.01476274165202109,0.00210896309314587
"Dallas, TX","New York, NY",2834,2756,772,56,22,0.28011611030478956,0.019760056457304165,0.0077628793225123505
"Dallas/Fort Worth, TX","Fresno, CA",2825,2752,767,59,14,0.27870639534883723,0.02088495575221239,0.00495575221238938
"Charlotte, NC","Daytona Beach, FL",2820,2744,537,64,12,0.1956997084548105,0.02269503546099291,0.00425531914893617
"Atlanta, GA","Melbourne, FL",2814,2764,488,46,4,0.17655571635311143,0.016346837242359632,0.0014214641080312722
"Dallas/Fort Worth, TX","Dayton, OH",2810,2737,676,61,12,0.24698575082206795,0.021708185053380784,0.004270462633451958
"Denver, CO","Hayden, CO",2806,2763,711,33,10,0.25732899022801303,0.011760513186029936,0.003563791874554526
"Baltimore, MD","Jacksonville, FL",2804,2757,570,39,8,0.20674646354733406,0.01390870185449358,0.0028530670470756064
"Minneapolis, MN","Portland, OR",2804,2795,384,6,3,0.13738819320214668,0.0021398002853067048,0.0010699001426533524
"Chicago, IL","Portland, ME",2802,2752,629,41,9,0.2285610465116279,0.014632405424696645,0.0032119914346895075
"Denver, CO","Montrose/Delta, CO",2796,2782,665,10,4,0.23903666427030912,0.00357653791130186,0.001430615164520744
"Buffalo, NY","Washington, DC",2792,2613,872,177,2,0.3337160352085725,0.06339541547277937,0.0007163323782234957
"Detroit, MI","Grand Rapids, MI",2791,2773,598,17,1,0.21565091958168048,0.006091006807595844,0.00035829451809387314
"Chicago, IL","White Plains, NY",2784,2697,601,72,15,0.2228401928068224,0.02586206896551724,0.005387931034482759
"Dallas/Fort Worth, TX","Valparaiso, FL",2782,2663,790,106,13,0.29665790461885094,0.038102084831056794,0.004672897196261682
"Denver, CO","Santa Fe, NM",2782,2750,609,24,8,0.22145454545454546,0.008626887131560028,0.002875629043853343
"Fresno, CA","San Diego, CA",2779,2737,691,31,11,0.2524662038728535,0.011155091759625764,0.00395825836631882
"Fort Myers, FL","Philadelphia, PA",2774,2711,729,55,8,0.26890446329767614,0.019826964671953856,0.002883922134102379
"Charlotte, NC","San Antonio, TX",2768,2738,537,25,5,0.19612856099342585,0.009031791907514452,0.0018063583815028901
"Columbus, OH","Detroit, MI",2767,2754,387,11,2,0.14052287581699346,0.003975424647632815,0.0007228044813877846
"Detroit, MI","Milwaukee, WI",2765,2744,507,17,4,0.1847667638483965,0.006148282097649186,0.0014466546112115732
"Phoenix, AZ","Santa Barbara, CA",2764,2733,501,23,8,0.18331503841931943,0.008321273516642547,0.002894356005788712
"Kansas City, MO","Nashville, TN",2753,2720,536,24,9,0.19705882352941176,0.008717762440973484,0.0032691609153650564
"Dallas, TX","Midland/Odessa, TX",2751,2705,426,42,4,0.15748613678373383,0.015267175572519083,0.0014540167211922936
"Baltimore, MD","Minneapolis, MN",2746,2723,507,18,5,0.18619170033051782,0.0065549890750182084,0.001820830298616169
"Akron, OH","Charlotte, NC",2745,2705,670,34,6,0.2476894639556377,0.01238615664845173,0.002185792349726776
"Atlanta, GA","Dayton, OH",2745,2712,379,30,3,0.13974926253687317,0.01092896174863388,0.001092896174863388
"Dallas/Fort Worth, TX","Fort Myers, FL",2745,2660,844,75,10,0.3172932330827068,0.0273224043715847,0.0036429872495446266
"Louisville, KY","Washington, DC",2739,2585,598,151,3,0.23133462282398454,0.055129609346476816,0.001095290251916758
"Atlanta, GA","Buffalo, NY",2735,2678,585,55,2,0.21844660194174756,0.02010968921389397,0.0007312614259597807
"Detroit, MI","Kansas City, MO",2733,2702,399,24,7,0.14766839378238342,0.008781558726673985,0.002561287961946579
"Louisville, KY","New York, NY",2731,2659,505,64,8,0.18992102294095525,0.023434639326254118,0.0029293299157817647
"Chicago, IL","San Juan, PR",2728,2709,565,6,13,0.2085640457733481,0.0021994134897360706,0.004765395894428153
"Chicago, IL","Sarasota/Bradenton, FL",2728,2697,687,22,9,0.25472747497219134,0.008064516129032258,0.0032991202346041057
"Bellingham, WA","Seattle, WA",2719,2667,536,50,2,0.20097487814023246,0.018389113644722323,0.000735564545788893
"Washington, DC","White Plains, NY",2718,2517,964,193,8,0.3829956297179182,0.07100809418690214,0.0029433406916850625
"Milwaukee, WI","Minneapolis, MN",2714,2695,487,17,2,0.18070500927643784,0.006263817243920413,0.0007369196757553427
"Ontario, CA","San Francisco, CA",2712,2683,593,26,3,0.22102124487513977,0.009587020648967551,0.0011061946902654867
"Honolulu, HI","Phoenix, AZ",2693,2677,370,7,9,0.1382144191258872,0.0025993316004456,0.0033419977720014855
"Oakland, CA","Portland, OR",2689,2670,506,16,3,0.1895131086142322,0.005950167348456675,0.0011156563778356265
"Minneapolis, MN","Omaha, NE",2687,2667,572,18,2,0.2144731908511436,0.006698920729438035,0.000744324525493115
"Sacramento, CA","San Francisco, CA",2684,2641,581,42,1,0.21999242711094283,0.01564828614008942,0.00037257824143070045
"Baltimore, MD","Portland, ME",2683,2658,524,20,5,0.19714070729872085,0.007454342154304882,0.0018635855385762206
"Austin, TX","Detroit, MI",2680,2662,522,15,3,0.1960931630353118,0.005597014925373134,0.001119402985074627
"Fargo, ND","Minneapolis, MN",2678,2672,420,4,2,0.15718562874251496,0.0014936519790888724,0.0007468259895444362
"Minneapolis, MN","Minot, ND",2676,2625,436,46,5,0.1660952380952381,0.0171898355754858,0.0018684603886397607
"Milwaukee, WI","Washington, DC",2674,2551,626,112,11,0.24539396315170522,0.041884816753926704,0.004113687359760658
"Key West, FL","Miami, FL",2672,2644,445,25,3,0.16830559757942512,0.0093562874251497,0.001122754491017964
"Ontario, CA","San Jose, CA",2670,2662,378,5,3,0.14199849737039819,0.0018726591760299626,0.0011235955056179776
"Las Vegas, NV","Tucson, AZ",2668,2657,500,9,2,0.1881821603312006,0.003373313343328336,0.0007496251874062968
"Columbus, OH","Philadelphia, PA",2667,2569,647,93,5,0.25184896847022187,0.03487064116985377,0.0018747656542932134
"Charlotte, NC","White Plains, NY",2666,2539,612,109,18,0.2410397794407247,0.04088522130532633,0.006751687921980495
"Denver, CO","Eagle, CO",2666,2640,681,21,5,0.25795454545454544,0.007876969242310577,0.0018754688672168042
"Rochester, NY","Washington, DC",2660,2517,742,137,6,0.2947953913388955,0.05150375939849624,0.002255639097744361
"Dallas/Fort Worth, TX","Des Moines, IA",2657,2540,789,100,17,0.3106299212598425,0.03763643206624012,0.00639819345126082
"Harlingen/San Benito, TX","Houston, TX",2654,2610,499,40,4,0.19118773946360154,0.015071590052750565,0.0015071590052750565
"Bismarck/Mandan, ND","Minneapolis, MN",2650,2630,477,16,4,0.18136882129277568,0.0060377358490566035,0.0015094339622641509
"Charlotte, NC","Kansas City, MO",2644,2590,601,50,4,0.23204633204633204,0.018910741301059002,0.0015128593040847202
"Birmingham, AL","Chicago, IL",2641,2613,524,26,2,0.20053578262533486,0.009844755774327906,0.0007572889057175312
"Fresno, CA","San Francisco, CA",2639,2610,562,28,1,0.2153256704980843,0.010610079575596816,0.00037893141341417203
"Phoenix, AZ","Yuma, AZ",2636,2602,409,32,2,0.1571867794004612,0.012139605462822459,0.0007587253414264037
"Huntsville, AL","Washington, DC",2632,2456,810,162,14,0.3298045602605863,0.06155015197568389,0.005319148936170213
"Baltimore, MD","St. Louis, MO",2630,2589,496,38,3,0.19157976052529935,0.014448669201520912,0.0011406844106463879
"Jacksonville, FL","Newark, NJ",2626,2546,615,73,7,0.2415553809897879,0.027798933739527798,0.0026656511805026656
"Detroit, MI","Hartford, CT",2623,2595,390,21,7,0.15028901734104047,0.008006099885627144,0.002668699961875715
"Flagstaff, AZ","Phoenix, AZ",2622,2574,510,45,3,0.19813519813519814,0.017162471395881007,0.0011441647597254005
"Denver, CO","Springfield, MO",2619,2593,655,17,9,0.25260316236020053,0.006491027109583811,0.003436426116838488
"Minneapolis, MN","San Diego, CA",2619,2602,480,8,9,0.18447348193697155,0.0030546009927453228,0.003436426116838488
"Baltimore, MD","Sarasota/Bradenton, FL",2614,2582,507,24,8,0.19635941130906273,0.009181331293037491,0.00306044376434583
"Baltimore, MD","Phoenix, AZ",2612,2581,486,22,9,0.18829910887253,0.008422664624808576,0.003445635528330781
"Des Moines, IA","Phoenix, AZ",2610,2568,457,37,5,0.1779595015576324,0.014176245210727969,0.0019157088122605363
"Baltimore, MD","New Orleans, LA",2606,2563,535,41,2,0.20873975809598128,0.015732924021488872,0.0007674597083653108
"El Paso, TX","Las Vegas, NV",2605,2586,473,14,5,0.182907965970611,0.005374280230326296,0.0019193857965451055
"Charlotte, NC","Springfield, MO",2602,2526,581,70,6,0.2300079176563737,0.026902382782475018,0.0023059185242121443
"Dallas, TX","Tampa, FL",2601,2564,627,29,8,0.24453978159126366,0.01114955786236063,0.0030757400999615533
"Ketchikan, AK","Seattle, WA",2599,2549,566,36,14,0.22204786190663006,0.01385148133897653,0.005386687187379761
"Charlotte, NC","Dayton, OH",2583,2549,589,30,4,0.23107100823852492,0.011614401858304297,0.001548586914440573
"Atlanta, GA","Gulfport/Biloxi, MS",2582,2530,401,46,6,0.15849802371541502,0.017815646785437646,0.0023237800154918666
"Detroit, MI","San Diego, CA",2582,2556,495,18,8,0.1936619718309859,0.006971340046475601,0.003098373353989156
"Baltimore, MD","San Juan, PR",2575,2536,634,28,11,0.25,0.01087378640776699,0.004271844660194175
"Dallas/Fort Worth, TX","San Jose, CA",2572,2506,579,54,12,0.23104549082202713,0.020995334370139968,0.004665629860031105
"Miami, FL","Pensacola, FL",2562,2486,411,66,10,0.16532582461786002,0.02576112412177986,0.0039032006245121
"Fresno, CA","Salt Lake City, UT",2558,2544,142,10,4,0.05581761006289308,0.003909304143862392,0.001563721657544957
"Charlotte, NC","Seattle, WA",2554,2535,508,13,6,0.20039447731755425,0.005090054815974941,0.0023492560689115116
"Baltimore, MD","West Palm Beach/Palm Beach, FL",2550,2529,559,14,7,0.2210359826018189,0.005490196078431373,0.0027450980392156863
"Austin, TX","Baltimore, MD",2546,2510,549,28,8,0.21872509960159361,0.010997643362136685,0.003142183817753339
"Bakersfield, CA","Phoenix, AZ",2544,2519,442,21,4,0.17546645494243748,0.008254716981132075,0.0015723270440251573
"Nashville, TN","St. Louis, MO",2543,2507,462,34,2,0.18428400478659754,0.013370035391270154,0.0007864726700747149
"Islip, NY","West Palm Beach/Palm Beach, FL",2541,2513,645,16,12,0.25666534023079984,0.006296733569460842,0.004722550177095631
"Baltimore, MD","Charleston, SC",2534,2487,490,40,7,0.19702452754322478,0.01578531965272297,0.0027624309392265192
"Dallas/Fort Worth, TX","Panama City, FL",2533,2430,696,93,10,0.28641975308641976,0.03671535728385314,0.0039478878799842085
"Phoenix, AZ","Tulsa, OK",2533,2521,511,6,6,0.20269734232447442,0.002368732727990525,0.002368732727990525
"Fort Lauderdale, FL","Orlando, FL",2528,2513,485,13,2,0.19299641862315958,0.005142405063291139,0.0007911392405063291
"Austin, TX","Tampa, FL",2526,2514,573,10,2,0.22792362768496421,0.00395882818685669,0.000791765637371338
"Albany, NY","Washington, DC",2525,2350,819,171,4,0.3485106382978723,0.06772277227722773,0.0015841584158415843
"Chicago, IL","Lincoln, NE",2525,2472,661,45,8,0.26739482200647247,0.01782178217821782,0.0031683168316831685
"Amarillo, TX","Dallas, TX",2524,2487,413,29,8,0.16606353035786087,0.011489698890649762,0.003169572107765452
"Manchester, NH","Washington, DC",2522,2340,702,175,7,0.3,0.06938937351308486,0.0027755749405233942
"Denver, CO","Grand Rapids, MI",2517,2508,603,6,3,0.24043062200956938,0.0023837902264600714,0.0011918951132300357
"Arcata/Eureka, CA","San Francisco, CA",2514,2451,570,36,27,0.23255813953488372,0.014319809069212411,0.010739856801909307
"Fort Lauderdale, FL","San Francisco, CA",2513,2496,411,11,6,0.16466346153846154,0.004377238360525269,0.00238758456028651
"Charlotte, NC","Little Rock, AR",2507,2419,543,85,3,0.22447292269532865,0.03390506581571599,0.0011966493817311527
"Raleigh/Durham, NC","Tampa, FL",2505,2482,504,20,3,0.20306204673650283,0.007984031936127744,0.0011976047904191617
"Fort Myers, FL","Washington, DC",2503,2444,552,50,9,0.22585924713584288,0.01997602876548142,0.003595685177786656
"Madison, WI","Minneapolis, MN",2501,2489,448,10,2,0.1799919646444355,0.003998400639744102,0.0007996801279488205
