scheduled_flights,eligible_arrivals,delayed_arrivals,cancelled_flights,diverted_flights,missing_arrival_delay,cause_complete_flights,delayed_cause_missing,cause_observed_flights,cause_partial_flights,CarrierDelay_minutes,WeatherDelay_minutes,NASDelay_minutes,SecurityDelay_minutes,LateAircraftDelay_minutes,CarrierDelay_observations,WeatherDelay_observations,NASDelay_observations,SecurityDelay_observations,LateAircraftDelay_observations,arrival_delay_rate,cancellation_rate,diversion_rate,reported_cause_minutes,CarrierDelay_share,WeatherDelay_share,NASDelay_share,SecurityDelay_share,LateAircraftDelay_share
7001619,6879484,1534638,102876,19258,1,1534638,0,1534638,0,36326377.0,7108714.0,24483761.0,152802.0,43862971.0,1534638,1534638,1534638,1534638,1534638,0.2230745794306666,0.0146931731075341,0.0027505067042351,111934625.0,0.3245320829010684,0.0635077305168083,0.2187326843682193,0.0013651003878379,0.3918624018260659
